species	genus	family	order	class	phylum	superkingdom	barcode64	barcode57	barcode56	barcode20	barcode86	barcode80	barcode70	barcode91	barcode02	barcode35	barcode96	barcode75	barcode45	barcode87	barcode32	barcode23	barcode38	barcode53	barcode58	barcode69	barcode76	barcode16	barcode49	barcode31	barcode44	barcode21	barcode66	barcode07	barcode14	barcode89	barcode27	barcode39	barcode81	barcode10	barcode24	barcode74	barcode59	barcode73	barcode88	barcode26	barcode12	barcode04	barcode01	barcode82	barcode25	barcode60	barcode13	barcode52	barcode84	barcode43	barcode09	barcode93	barcode77	barcode78	barcode30	barcode29	barcode71	barcode72	barcode63	barcode47	barcode15	barcode79	barcode55	barcode33	barcode11	barcode54	barcode92	barcode36	barcode61	barcode65	barcode08	barcode03	barcode94	barcode41	barcode90	barcode42	barcode40	barcode48	barcode83	barcode05	barcode19	barcode34	barcode22	barcode06	barcode50	barcode17	barcode28	barcode95	barcode18	barcode85	barcode46	barcode67	barcode37	barcode51	barcode62	barcode68
Blautia sp. YL58	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		393.45501201346735	89.48091070313309	137.96371731811942	76.83501588545184		102.6092443560986	161.32438820504154	147.90280095543395	27.789125367864383		151.1912595104668	29.08481150605404	115.64808125721588	532.5309259544774	194.2420328281271	61.9812827393722		260.8864145324543	60.69650937906462	105.84543019920405	13.494907411687253		50.0507517643161		47.72888824435559	105.5685983236019	206.4658356389054	290.14299408720865	566.3807338600072	132.0610253341153	35.6620074642525	47.27269364771768	230.60996517693812	53.60350054612525	348.75914233890046	233.70251173876855	87.748917696764	211.4308192740679	190.4402682899208	209.405170999922			150.89701582315388	423.0174461560287	511.8330301972099	100.67991083588149	1.1909639999439594	81.03760728179562	62.480975848592834	611.1149066850073	531.1494608129377	210.9647131529264	272.9529210537061	127.25925154165846		294.6415014493011	493.576127216951	150.10881334133373		329.16774366290326		77.46227413305002		83.43048308001866	176.2899208743756	394.613729582506	154.38368642260284	303.1854262029452	79.32146815965467	67.14993842908554	129.53955423531238	297.8340424541464	45.50403670897696	269.960536663528	46.56577793259574	23.73306998796672		106.3412474170009	128.42097548777073	43.49400966792627	16.556276065541	42.43635194439004	304.4956619618953			57.43028545127556		210.2179834270375			303.1783039466286	33.86363704667757		100.21882218780968	112.08169533622409
Blautia stercoris	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																											1.005586592456229					
Blautia wexlerae	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria														54.47668557361631							36.60824460231811			31.59080235096572							15.324713538309798					32.27246567075168			13.876104558211036																		20.84793926402598	64.43373256962258													11.775282517971352				29.417462687853533																1.005586592178771					
Bradyrhizobium americanum	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria											1.2148934595156242																																																																																					
Bradyrhizobium amphicarpaeae	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	13.239934983794932																																																																																															
Bradyrhizobium betae	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														59.57082609774207		3.996792692964556																																
Bradyrhizobium icense	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria											7.129117520274062																																31.46987098215729																			49.3456837644174		13.317781853122296																								12.903062527131413								
Bradyrhizobium japonicum	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria											2.792873530775638																																																					1.0064596129530308																																
Bradyrhizobium lupini	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	31.13210948185736																																																																																															
Bradyrhizobium mercantei	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	93.70928462637964					62.66661744450956					61.90108846637201																																37.16577175573921																			20.860912286591645		1.77224514635963																								96.2405544941451								
Bradyrhizobium pachyrhizi	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria											18.242500648067068																																																			78.68628693543901		40.59701482345277																						58.93462783171521										
Bradyrhizobium paxllaeri	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria											7.129117520274062																																31.46987098215729																			49.3456837644174		13.317781853122296																								12.903062527131413								
Bradyrhizobium sp. KBS0725	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																3.1553949913884454																																
Bradyrhizobium sp. KBS0727	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																3.1553949913884454														1.0476190476190474																		
Bradyrhizobium viridifuturi	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	93.70928462637964					62.66661744450956					61.90108846637201																																37.16577175573921																			20.860912286594655		1.77224514635963																								96.2405544941451								
Bremerella volcania	Bremerella	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria																																																1.05	12.620022171915428																													1.0476190476190474																		
Breznakibacter xylanolyticus	Breznakibacter	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria																													17.702654222680085																																																																			
Butyricicoccus faecihominis	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									23.6919288779782									1.0625																																																																		23.222289327387813					11.080144003122626							
Butyricicoccus pullicaecorum	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		306.06512283175994	121.00260220335748	100.7213082250822	139.74112931944555		134.89473122171907	102.18886257855534	892.6178313423911	24.56226867217425		170.94306184103894		115.77737369812584	214.49710341125345	294.19497434566824	106.69198102943868		137.39165780764966	120.33291944524844	47.59986000980848		25.969618406813456	11.66114025273162		30.957577112242348	299.57542499362165	98.39626834573752	251.5766888442608	172.44812388676985	35.497542996539764	70.16990548350424	352.1261919413617	239.214973377588	150.6681816390905	76.70880273707779	169.1820652110682	91.66478650431816	139.47555505929498	98.78542159403642	93.78894651038378	2.999994335365744		423.3179749674208	97.92209308041322	218.2255568978645	56.67529281492028		66.23894551962306	50.61580315569477	608.6433016100069	262.8289626801397	196.0981674140312	180.24535805423216	159.81774984732922		156.0845500453982	316.1163072506603	184.9777724697284		134.28517330013486		109.56491259936732		60.84681701446379	308.79382882967366	161.98216388121196	237.8941257603831	246.4054338238184	180.73010300583027	71.3240841263326	348.62031462211206	45.92880894906626	35.2447901299964	31.26117452335605	66.67736911320021	52.0334863853897		599.5378257182181	287.7965960876192	56.70088496595901	104.20140001504464	137.9546072297319	809.3538533186282	1.004502009130059		34.937914310518		675.9849260012754		1.0064511406938352	363.7906460555269	51.70556209318256		78.69390327033678	173.58090238845384
Butyricimonas synergistica	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																												1.0106382978723405																																				
Butyrivibrio crossotus	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		239.74186027165305	81.43495692978864	59.14903577030795	23.419325144032904		168.35439037016306	75.83877115724724	85.08253509285201	17.641504461642715		117.93705825104271		82.67161076359265	244.2315236876081	176.04171892181935	67.44102769239763		134.91191321662785	119.69508967350345	51.62512697430471	12.962636928445116		26.464782740469985		18.452906495530264	178.8082683221498	198.3346786061512	294.5901784686348	200.3825489647994	111.1530787718341	58.48701521803968	257.0279919098527	250.80329096983056	95.51942091500976	138.77473908946862	329.50378936478296	48.498200387543584	146.9438123888373	349.3953538474862	181.07747858572196	3.983849006137922		133.2472477514122	243.42458975918825	175.72391851179532	38.618156864378655		79.37974426623768	111.25972840622742	163.3106172119743	167.9880509445037	297.4031012038885	258.90718288803794	504.6945733913197		117.05120435402516	241.74755839577293	194.62452910043223	2.0000543063094103	255.0773591175061		74.16179051586751		40.29602807408363	53.41360446913741	192.335408723608	251.85908675917932	212.25764280253128	34.29354881258559	128.33341809627004	103.36916570359676	80.92445561444023	27.89950546344387	90.80796988974264	78.17132751657913	30.84072711789497		125.27434534666288	183.83324326424145	18.21859032948863	30.25689037489368		146.8733422909634			29.58210300986928		126.76376131702445			247.0149258032598	16.404465696898466		133.0166642508741	133.02437023525815
Butyrivibrio fibrisolvens	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																					24.116828039374884															31.715259825276032					13.21249972685529																																																							
Butyrivibrio hungatei	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																				21.62098308408064					13.023949674469597																		14.313263002483376																																					
Butyrivibrio proteoclasticus	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																									20.10350239408879																		11.764270582114891																																					
Caldicoprobacter faecalis	Caldicoprobacter	Caldicoprobacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria					20.777980690267448		21.24502577321387	17.321484273738648	27.183772105394123					14.040566369573805		22.30336837029922			18.01921434297001	16.15936155235029							55.14724731578253	18.277516284518075	18.14408882107344				34.820627988615534		18.817230918008047		26.89383406323228							27.10751820384517		15.4603436294896		1.05	26.84766789851207			13.12963233972306	36.473092619539344	34.60217191047312					22.58387681514269	2.021276595744681	19.049738855385517					43.09852366708117	24.945270676001737	22.904228714533254	32.338101394968874	18.102875064383323		25.785139129948007	30.155095097212065						27.72753580580097	31.480645954779096		21.220453324351567		40.02991424340821					27.22503104814665			14.68699211622448				37.77035529511904
Caloramator australicus	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																															15.104011921110637													17.93570448464619				
Caloramator indicus	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																														1.1166666666666667		
Calothrix sp. 336/3	Calothrix	Calotrichaceae	Nostocales		Cyanobacteria	Bacteria											2.009333010403027																																																																																					
Campylobacter lanienae	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria				31.14752192982456			44.24081850061986		25.08740893451643																			12.05350236355823					62.21652985164246																		13.041174776849989	21.098071419802576							14.047748526522591											37.18813305242687		30.12903095531369																								
Candidatus Babela massiliensis	Candidatus Babela	Candidatus Babeliaceae	Candidatus Babeliales	Candidatus Babeliae		Bacteria						43.15629812225302																																					40.17696160267112																			21.203175390721903																								24.463430420711976										
Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria	13.950361010830326					38.012882447665056																																					15.624373956594324																			18.17415033490449																																		
Candidatus Paracaedibacter acanthamoebae	Candidatus Paracaedibacter	Candidatus Paracaedibacteraceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria		11.031035932773804	14.100915150830415	14.342227012523994	72.20638336309383	17.465378421900162		26.125622791902224				18.06968475421776		20.10616153205596												19.205946113347785	15.06215481618567	40.17834065677966	15.06266111874304				11.036380327209164				39.09481832096346							33.19011746400963		11.067794952064176						19.07066219062665	33.11873242982416	16.036455471135877	14.137093772369363				11.037516699410624		26.07035307439772				12.113395369337422	43.13141660535457	33.47667216354177						15.0785250938887							22.14527795838752								22.470744680851062								
Caproiciproducens galactitolivorans	Caproiciproducens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				39.0706272146994	49.62250116781448		16.673822282493614	16.98429495145379	40.68264465391297	23.18426624906488		17.959414120243384			21.631118404214572	11.753342661217914				13.532200637802491	18.78658565843049					18.07017742484032	61.7075538652286	30.405289826237368	30.670151176402896			17.9875279771936	45.27065242745283		18.02859503282084		12.390164406076542			22.334991262750204	19.976694875901728			27.169965585438685					64.38009339551726		22.6326739761613	14.95607911937081	25.57835936116648	33.222306875164094	19.11018397306493				22.565289174467345						19.63859235742083	84.07864709012307	23.28863814743243	27.194684620422358	34.948549693957375	47.60967068906928	11.967606918758031	29.861326603622164							39.7274019092504	41.75435573086577	21.028450696198536	14.333240608939011	16.00435594789688	63.838566851216775	2.998799515289229	22.28321867965257			39.80551560795379			22.659056667804474			11.33677465362503	43.52109302289762
Caproiciproducens sp. NJN-50	Caproiciproducens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		53.922041826298525	29.05509599980339	199.68117260111663	205.82214738027096		232.7766978312777	103.96853865451126	394.6694403850455	77.5972641452695		95.53228482134554	13.328202281905524	41.57312299588519	172.7712701678029	186.83825703254612	92.48515341498756	2.125119498976716	161.74829814873888	125.97910150207696	113.7163060217138	16.773714662816268		45.32779508342468		80.18735755528769	271.20079610502535	219.0505829047613	293.0856676463053	44.26856089541352	52.722451465321726	60.39556282026199	230.1922977789652	53.874125882722446	214.05686619059517	132.6572258458203	198.65072812282628	23.04682349906919	49.35559050325809	221.54096569644608	516.3333261466921	5.238919020424396		201.12776976236773	68.32393701890916	141.30538309035364	44.04221729680807		371.2032356935451	43.89859025609828	345.683095838511	269.50861143359833	332.872604739935	329.4734846158693	273.88492063312964		34.38189650125134	64.59518673230686	224.899585396793	3.2472235490918586	226.33584613956023		94.9270879222268	1.962869733332447	117.9537266084204	529.4739104730486	326.1266881794264	297.62406792916715	320.23124633684915	194.0977691510522	140.8006370993029	206.0421216431028	58.8125476632856		91.56532576681732	18.738496719449277	54.95827286840429		329.46984080653846	456.53595357992407	69.64474267147355	43.31850038594855	91.05931083275966	833.7802855163837	1.6540106645481274		53.67123614693399		343.8886617700959			438.9830023592425	111.5887526246045	1.1166666666666667	175.8780669599671	261.7853997791899
Casaltella massiliensis	Casaltella	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria				78.9901146117407	26.456843886801057		94.02254294000052		96.93324378906924	13.90248331152842				15.187418356659595	37.60283989114168	35.897205197853374	27.796311259158152		20.201482786123865	29.627532162409125						23.12482017384728	76.54363598484048	89.16667851779388	91.1181363317356			12.48216761250557	118.01691996826862		49.74745015775248		36.32376345499876				20.46335962854818			113.28705050590214		25.97658361445068			67.83801107150185	26.610756808870693	30.748884312333217	194.6796806597194	143.63137991720978	80.62165761260216	40.42716429322342				17.796545405926523		38.49539474187007		22.54029936249517			58.52543563990027	42.344135585717865	52.13769684768441	126.9483240501638	42.626179367892405		49.0708825610514	58.062641770270375				13.362226919926655		169.66554848433674	149.04376068182614	19.277807171068748	27.26074055150079	16.81246948227857	140.23431495570873	2.0089820358282		11.065039976926332		110.57655724875572		1.005586592178771	109.9029092435869	27.69981873052552		16.122704072309958	34.94462209406055
Catabacter hongkongensis	Catabacter	Catabacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		22.322141685452177	14.817525885084205	49.7747905424052	57.46544468154743		44.86274962828849	26.6531992781555	52.004123861441634	37.179874132266896		23.26347115475339		14.560055121510567	18.90584195071849	26.76555250835424	21.65726275654482		24.697677515484926	28.64055195554988						29.39007123412784	100.14337003875016	42.5289681529978	58.693052657324685		20.959095461894663	24.803826247878863	99.75117445773115	17.081382623193633	30.08535942321097		57.04199939197725		15.426711780300783		23.121273045618047	3.666188474149625		78.5043247217378	21.06926949464376	41.71449007608492	13.227220438487029		55.009117313293686	12.20022473148727	39.18869060661867	61.11273768585964	58.30653806772713	53.384219088513966	17.1578344090033				50.22788546383685		52.42484402407271		17.784532467361686	2.0022222222255293	16.25903737738819	92.18713035781124	45.189823875954175	46.65409224789356	41.09018239597737	67.7581448066217	14.076365966026732	54.32831346165008	35.77637053873492						65.19260691969613	39.84450641778728	30.383220571090288	28.304441755069643	18.23281769348704	26.034736868284043		11.9763650906315	15.21406693190803		70.94024643462465			24.84945731898355			16.169207353365184	47.49051249065948
Cellulosilyticum lentocellum	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria							43.02252943412743	10.459527731104762	38.72241126407117	34.807989528712724				38.6346893237573	16.712086081763303	16.942696419024852				15.614354777722792									168.3715880911847		112.50269788666988		863.2877127088316	93.46638106886796	23.00738503580709		272.9880069820593			26.756562088961157	33.51746414056819			137.57922842577338		22.562410844028182			376.7420785537883	14.108708881303802	18.988021678798308		220.41756536285797	128.68534043912774					60.94212515808447		60.86134856749395					102.22885139132282	25.358955745324465		13.38411064100625	78.36133817165788	23.201410749279543	29.437347289273404	79.25577079970127			10.8735163866399			59.5222566251512	25.340081702690945	29.226434246871197				2.0089820359432955		35.4629320986514		40.37154394438902			63.01646853414869			20.66597306525983	337.95097409963614
Cellulosilyticum ruminicola	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	20.38898916967509		34.24528373006422	27.12848856757201			94.50843832946484	41.9573629515414	55.41427334055717	30.774260440735137		43.47585889879729		39.82399651298863	25.52192752658155	41.59678924817325	15.105015199806752			11.6389231206397									294.5061432517958		124.61553575655564	35.78053566064818	447.6495980793434	389.00738271974575	51.61703074989629	75.31715653541208	374.93647754801486	21.161491762169177		119.35711137660203	70.0025997030595			159.71330906536548	85.9467893510994	13.23607634461189			292.0277511431289	105.3845834858581	53.41017055028464		195.1866157571452	142.58259039627956					70.94624759783368		41.35306450345222		45.37400200719625			73.80717002813006	16.828045611383928		34.14775072870102	57.1397147301337	186.11305507166315	17.727975727039134	54.33273098000221		16.067434084569612	69.64344402346882	20.59311729081672		85.76524915510329	13.230711512727677	19.446732758632045			13.260463658496809		11.119741100323624	62.89617300755086		45.190438274994655			72.91635895091243		1.1166666666666667	39.68464939005996	265.6123421027348
Cellulosilyticum sp. WCF-2	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria							33.65387760531887	15.01314666046129	32.31327752014997	14.311256968547978					13.031061012163844	12.072975986697472												27.59148239874339	134.83764536959555		71.33927551861369		461.6748843224484	161.58120176906928	29.33966094723577		264.36822287691166		25.31327124184194	23.50416534980771	21.736183240755707			87.11571603751008	17.653025677445317	28.65967142911469			234.7610867103928	45.75365460720575	16.49085093688405		137.0233178747749	69.89278908067385					46.27101174483281	1.8122590894587756	31.14359198783972	27.261225502356737	15.029829231835915			54.24016334705059			20.238046413825774	65.15023412360435	51.08807000961024	19.11248096214975	44.6053546017159			21.073229595439425			35.99475809056082	12.58240647449286	18.927756652919165			16.808204780427143			53.58093210137277		31.15437397668798			50.59886725256405			18.44270715873373	223.87823173501397
Chishuiella changwenlii	Chishuiella	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria			23.432671917340453																																																																																													
Christensenella massiliensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		87.96868300202026	52.84367883064719	194.7832874133656	166.59607272679534		154.37238191103634	75.25712616715408	333.8817980799858	97.41991402389756		92.7275616084522	19.983971513400675	47.195059637565926	80.82059481070539	130.08025163175577	64.482174072071	1.0625	118.39260902056988	123.46771824096324	29.213998329450888	19.252675629988623				51.02156816955488	596.5406422096345	172.07619553443	182.52921957668843	19.53509754882218	32.621487628533295	54.27785563537606	460.1107225760183	42.69085879485365	139.55421719967245		194.5583646279985	28.50929929697161	52.56994210783347	63.45727916078011	68.05340470815419	6.61140405192024	30.543016648159156	458.6991087899283	55.48802615397096	99.87241268023496	32.13329819348512		281.04695395646417	45.2834246978212	97.52355529508304	273.5534499320313	164.41297280694184	125.20759460175138	80.7640436277285		16.836774733842464	26.830936345934283	109.2504320138966		120.30953581292344	42.783424172338	73.9326212680936	7.606617123734979	39.79260458501285	266.4076028859526	186.88991069516555	239.59317217207652	266.5836951395221	287.73654789018593	30.292564363096496	268.62981199433733	72.84901944049108	24.66113265247193	29.657272525378403	16.132077129466808	26.85799126856928		368.6021181544082	271.9135384529797	54.90548952617702	217.23222277862956	55.64456222993406	214.21170927776407	5.8185647587401945	39.42007240261864	32.9018214417548		298.4056902591531			176.42153148926187	30.97224957894134		71.98514290659165	140.35172351743012
Christensenella minuta	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		20.28867014105449	25.77763075210131	101.23146096512588	67.24101692410215		108.60846342226476	25.77845957625914	166.482220832224	33.34309249408564		29.45774376600225		19.57602601293879	47.06607341645213	76.47328678314896	24.01522984785032		31.10306010102858	27.62973954268322						22.08736602885129	214.89331098108156	119.08584230007868	104.17823954663	16.831242882624522		24.668854535037852	293.40146120706225	19.818250017586557	110.33330508810538		74.0743744642811		18.246112139793347	25.62192797765138	22.639737833262654	2.7030564812013447		255.29618276619232	24.51704640595516	50.86725545129269	22.163166976266197	2.0999999835352203	105.24956118236923	19.69736314786641	37.703917329861696	109.46769655500655	71.86305567004025	58.52126733962335	29.52203083742387			22.9327402148365	46.219236993397885		48.76788230667872		34.65745657563751	1.720040422598642	15.618431304987476	77.5704746349995	77.59573731197578	98.14856168550814	77.65536111492865	103.23205599931592	14.366481498409277	130.64514637710388	41.74409727883829				30.476734560490858		164.67441123352455	142.64100637106216	30.986192918582415	72.80873854708679	21.11830215207946	75.2117755796118	4.324507695939506	27.674930581788413	12.019920344860074		193.9385845984894			55.8842445796825		1.1166666666666667	27.35247349425798	49.96893243920174
Christensenella sp. Marseille-P3954	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		515.3334243378547	354.2413638665424	709.2057871515548	755.6378033115411		795.0089675155098	739.4734228864648	1380.0830978390609	417.7984374899552		954.17942569883	31.08547866947729	325.11667700318753	479.9640576497805	516.9809458809639	339.23596738694823	1.0625	798.8246141633429	500.1852190250402	286.0983120966057	36.01411644136269	23.88630621526023	142.81973827234577	24.692612510614207	169.77222370842225	1671.9982921830156	631.1191950699932	773.2041592577382	150.22236119693065	361.5934694473846	280.04292366957065	1151.3293720943268	446.9203977956796	638.6095242041224	96.3196270269616	1016.5902995279164	152.2016810158004	272.79968165422844	333.84460630988946	602.9332688906223	14.019289218348076	64.3192538025921	1025.8781556580748	539.0463900586807	1093.7849460098555	224.815027018588	3.1500000000000004	811.362810825933	281.62490323972645	480.6099448386177	972.4859846586312	1016.269026216475	952.2354540673211	345.27307574972394		173.32514303066114	367.75364143388776	643.7595079114976	4.042553191489321	895.7498866493981	110.68717865573154	396.4927807638924	20.706675786996403	276.4426586385587	1058.968003923981	1280.3346428555692	870.9369319647622	852.7532856514966	989.3644395676416	217.30943618227343	872.6454990853101	664.0111923032615	115.32317669759428	171.8636789803715	166.62247945274297	160.34279448834226		1236.4053842708852	865.4427664407242	212.0858493454369	351.130741990274	340.6055556236212	1839.4405082045644	13.9647119764582	96.18052626849148	267.8625934621201		1008.1222603013694		2.011173184357542	1535.433805646966	161.42845091236788	1.1166666666666667	358.7703727319294	655.6413340560784
Christensenella timonensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				26.81009257769154			23.603451892534707		42.081253840929286			12.653463617207374			12.991188347140064	25.57815373918303			13.054592888410838	13.42049693040166						13.327114403825648	35.98395828413408	25.818728396520815	20.091734567748286				80.80259720595524		25.3479828110562		15.525980750022368		11.610777836052344		11.510801199164014			37.215289648282905		15.715899870363431			28.954602738727004		12.279772630748353	28.330618330303327	16.41642949988039	16.26538748637645							11.389668756017173					26.991408582422903	13.036940676992671	35.51803339784674	30.910620615060004	30.11575383893421		31.505725264833323							50.87572574032392	39.681685724228046		16.773429885002063		25.08081222228023					46.56413253833254			36.20047737495277				10.83730751655387
Chthonomonas calidirosea	Chthonomonas	Chthonomonadaceae	Chthonomonadales	Chthonomonadetes	Armatimonadetes	Bacteria																													16.665616359129682											29.077955689132605						26.159967016014424																																																		
Clostridiales bacterium			Clostridiales	Clostridia	Firmicutes	Bacteria		30.579778030650377	41.08892082857131	245.818518598442	136.5802115903619		195.1791526120558	39.13918606994039	339.78858193144947	78.40737106867917		60.81029839175188		38.00069465416615	142.99104392561372	113.05359390010432	98.0079075140472		33.794410985988726	139.35159382295348	27.005939823332454			14.698354000063883		51.56140666352984	256.6922246456329	287.38846406758626	308.96970317707104	38.01688511593451	34.55294827923162	29.744824968477456	277.93971463455614	25.476696103287345	129.11481504021836		119.187415041898	12.113059712973842	27.553956603754514	82.82339267623487	72.72519629187303			306.5024149031345	93.91418495003434	181.3971090184346	46.69280340725956		384.8871921672574	11.977734958370364	207.6032043452012	273.09339278220784	425.6146183266413	196.6028623257864	229.4105049578908		31.74749975119715	78.71594248920216	103.36579320538814	1.5159336947612572	109.58885853463326		77.58448134920057	5.506110636676295	64.92858525935489	393.9366308754218	185.01670073457265	113.75178723883722	292.6191447983176	233.2651381663204	73.70548096895294	161.42594108048053	34.27810195926257	18.55074166277653	36.013796413576074		31.495961539473377		472.7060231774543	364.42041713069614		72.50561758855157	85.686620828735	266.73199045072414	1.5058773776228735		12.476266711872368		262.1475994403183		1.5111868382016769	369.1341836527566	67.0554169312231		40.67842318721557	292.2744658657051
Clostridiales bacterium CCNA10			Clostridiales	Clostridia	Firmicutes	Bacteria		85.79511281273032	28.335790856735787	120.33361130014887	110.31820165039636		117.64347708344148	27.282793532112148	300.9420248001728	50.86993920678846		69.08769795994976		43.1362938507645	143.99654813491412	100.46404752621748	45.42583744893621		111.20541688337572	69.07327301305455	29.94314540293124					22.657486562846163	125.39429099411848	193.37755941811267	176.63030206134945	74.2955823314442	27.100137139695786	40.02513877409254	187.3375852050225	61.01066518775733	85.69474220700708	15.593208699514085	137.74555866488728		10.813828511013424	67.64908581825607	77.14531212441153			173.34995863312707	75.9102600489284	149.28934495086028	36.81908682732792		207.3587295781144	50.84505158076551	134.61469847371396	238.89362426432905	262.5165410371296	181.11973105233625	120.41072075104266		55.89098058756692	107.44939222812567	190.1972575798298		156.24495258199295		56.49295378576168		48.48113231952061	264.38953572723966	146.94334958055774	91.9293512952566	204.42379906237716	178.0742552457175	33.16796792359472	135.93275627387595	68.29629632525445	13.198590764283756	27.9669125742824	17.928907949109185	23.698646337645485		379.2161698053616	202.6851451171524	67.81801709793014	42.75599340668402	52.419835333333005	345.5026138097584			21.32504014869536		222.07946159105583		1.2653252616083512	405.7446485964003	61.39377209413446		102.24244035609232	230.88331530479252
Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		224.5080767384109	143.29726918382494	112.371979730128	337.61068156174053		161.90218355562573	108.952717742188	597.850402790542	130.96665198929796		126.5843560837839		278.32242247055683	161.14193459941004	316.9248409205055	83.68408000689728		212.0497670140527	160.9880320959091	220.42846955533685	26.15582986839572		103.42878735893818		65.76885939931682	257.4484699024457	250.6589587373932	249.9622715963885	94.09221387538489	181.10804668675308	81.2942619386348	370.0681370063606	241.8668564913769	248.9118966945928	114.18080186498672	170.59481234047033	62.11872572815411	157.15951541650753	169.5673315715803	256.6851927173652	5.395294216625381		393.8312733249974	268.97834643983896	102.02983033585048	32.93544287833714	2.304089185650338	685.9731519619264	67.29935973805915	587.583299365346	168.25983939568476	1005.6392990810446	1238.8577404970886	135.5837758577301		78.11604692539221	196.02140703921336	732.0945038377938	1.012969269943148	391.5416487545425		122.0112838018331		165.33323004563724	546.5522150709738	479.1234014017503	143.74167177398752	343.5131826233317	322.19425137433456	197.8654665692064	305.93502706193334	311.13802449915835	47.91895721586688	170.0520111636438	81.89987778807239	57.1765944532798		573.9344525193185	335.92389734752913	208.51297779945295	123.99834516737138	133.63810488488605	818.6513593028374	2.969648829258487		73.08183718448633		249.3507550269375			901.3734691771116	112.68402524240724		361.8795468528335	458.805589469973
Clostridioides mangenotii	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									14.049176047764888																																												12.86501181646968	15.385363005893014					12.311036098997036																				10.163363955428506					19.123581693409417								11.934652692380991				
