genus	family	order	class	phylum	superkingdom	barcode64	barcode57	barcode56	barcode20	barcode86	barcode80	barcode70	barcode91	barcode02	barcode35	barcode96	barcode75	barcode45	barcode87	barcode32	barcode23	barcode38	barcode53	barcode58	barcode69	barcode76	barcode16	barcode49	barcode31	barcode44	barcode21	barcode66	barcode07	barcode14	barcode89	barcode27	barcode39	barcode81	barcode10	barcode24	barcode74	barcode59	barcode73	barcode88	barcode26	barcode12	barcode04	barcode01	barcode82	barcode25	barcode60	barcode13	barcode52	barcode84	barcode43	barcode09	barcode93	barcode77	barcode78	barcode30	barcode29	barcode71	barcode72	barcode63	barcode47	barcode15	barcode79	barcode55	barcode33	barcode11	barcode54	barcode92	barcode36	barcode61	barcode65	barcode08	barcode03	barcode94	barcode41	barcode90	barcode42	barcode40	barcode48	barcode83	barcode05	barcode19	barcode34	barcode22	barcode06	barcode50	barcode17	barcode28	barcode95	barcode18	barcode85	barcode46	barcode67	barcode37	barcode51	barcode62	barcode68
Catabacter	Catabacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0003019402627582	0.000332425312628	0.0010863825772618	0.0009347166460343		0.0011340432160841	0.000527451897375	0.0007218784544897	0.0024423486916026		0.0003866097943388		0.0003014816258724	0.0003163786995786	0.0005865136958114	0.0012714884492775		0.0004532432422874	0.0009100327896399						0.0015007185066445	0.0014449034749054	0.0007581326657931	0.0008084887963155		0.000297401814313	0.0017494587563745	0.0012502653972943	0.0003375367075681	0.0009817059134376		0.0008447412758341		0.0002513640060662		0.0003581805838024	0.0041899296847424		0.0014743703700134	0.0003101660482951	0.0008111714161611	0.0008664496553443		0.0007739805174017	0.0007607548002423	0.0004890516972822	0.00100194671092	0.0006094229220562	0.0005452989212199	0.0004865124453172				0.0007867530068581		0.000729236945668		0.0006799148399037	0.0022222222222258	0.0005809288758535	0.0013003883422362	0.0006850991324563	0.0012430152731701	0.0005520647910248	0.0013656786215181	0.0004340136887129	0.0010923337916529	0.0008100615994279						0.0008622790413292	0.0008042733577801	0.0016333308553429	0.0019922884321158	0.0010305102409702	0.0003257681231798		0.0069711089002511	0.0007101081415126		0.0013547781149786			0.0003064353736371			0.0004595874979638	0.0008536085645845
Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.0171480144404332		0.0007682793496222	0.0005921053008178			0.0043272205603869	0.0013344027021115	0.0017552743215542	0.0052482104012345		0.0007225143984643		0.0016245716085876	0.0009248301390715999	0.0015473312513179	0.0008868088533908			0.0008659531614883								0.0004918530830301	0.0082334478030823		0.0043768979930447	0.0025236659374134	0.0222176400670637	0.0127268498904809	0.0033924191324458002	0.0015401651575684	0.0135102435714685	0.0007101648352966	0.0004124563521123	0.0030653456973174	0.0019403929713158			0.0072194766466709	0.0015251190953575	0.0012534401286874001			0.012712716733602001	0.010304105940909601	0.0011092827230814		0.0057760909223388	0.0034848233374811					0.0027906297500195	0.0038152822935974	0.0018550285861563	0.0066980898040188	0.0023092797812834			0.0032482675727373003	0.0006395749208881		0.0009105187126632	0.0040441658173009	0.0080289376816991	0.0013325921662067	0.0040347301343013		0.0003305444276691	0.0052547555995213	0.0020242914863675		0.0023977549615873	0.0010325427361157	0.0036340675012589			0.0003762440055922	0.0029940119760704	0.0064724919093851	0.0070917170225238		0.0022289852796071			0.0023002478017266		0.0166666666666666	0.0022395921100008	0.014872679930572001
Chishuiella	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria			0.0005257026947848																																																																																													
Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.008434995434551	0.0097111022894352	0.022525058997920698	0.0160945183389845		0.0273405779762724	0.0166332028938073	0.026686956837759398	0.0360350419764787		0.0180981203312197	0.024611783220664	0.0081144582804367	0.010389442479108101	0.0164153092590127	0.0251120396469716	0.03125	0.0176428194779567	0.0211204617990303	0.0051158826366299	0.0206373383388167	0.0106114199090449	0.0037301436030178	0.0065100481177469	0.0130825302446206	0.0363510158085337	0.016901081364440303	0.0148768989055705	0.004654593799196	0.0055937644674051	0.025320188590773198	0.0248877488353975	0.010066583144451502	0.0298193901097353	0.0019696459659515	0.0192629360449338	0.0060645338718293	0.0057880876252672	0.0076431093622061005	0.010923553300148601	0.0266671425731081	0.0709515859766276	0.0333750654859045	0.0091132132464573	0.024506378493179097	0.0182832105455481	0.0416666665359938	0.017258507853945698	0.0216128759172795	0.0078385312995344	0.0226880963615431	0.0132632504227157	0.011769575822991499	0.012917434151327598		0.0067340174143736995	0.0045836698357044	0.0125188618294975	0.0085106382978722	0.0149703293020587	0.0377077648226214	0.0193096631344427	0.0333333333333295	0.011856999232833901	0.0201706467588351	0.0236178534518835	0.0331494071675642	0.016497419891455	0.0284278705491497	0.0080772201783299	0.0262068960656581	0.0176294420700234	0.0102342673892429	0.0041457539037163	0.009452984874680999	0.0213975740015138		0.024079857673422703	0.0266381178617505	0.0160185749806576	0.0463113347786999	0.0235894658907835	0.0269519358002477	0.0359281437125749	0.0950381427548885	0.0145990354841882		0.0295443474914985		0.0111731843575419	0.0222455983215465	0.019707129006586898	0.0333333333333332	0.0130210900213966	0.0154003648338142
Chthonomonas	Chthonomonadaceae	Chthonomonadales	Chthonomonadetes	Armatimonadetes	Bacteria																													0.0002295665926377											0.0005254988919856						0.0005087013517941																																																		
Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0030368066217372	0.0032148173640199	0.0024526263118521	0.0054914797176554		0.0040925728906882	0.0021561133092335	0.0084938864358454	0.0086032090908032		0.0021036736756316		0.0057629655755369	0.0026966202218888	0.006944775740561	0.0049130558332		0.003891464040191	0.005115278091507	0.0035764102533558	0.0097669267619102		0.0027013369034407		0.0033582955167134	0.0037145563268662	0.0044683130780147	0.0034431962035978	0.002347200186479	0.0025698562120321	0.0057338314246462	0.0046383753259595	0.0047794106724771	0.0081221659170721	0.0023348902266775	0.0025263574377346	0.002084660907717	0.0025607690056786	0.0030644329268005	0.0039764096033796	0.0061660505332861		0.0073964480585395	0.0039596983091145	0.0019840511489713	0.0021574376312286	0.018286422108336	0.009651670141431	0.0041965055645107	0.0073326922997722	0.0027586293634732	0.0106454592202509	0.0128116028100693	0.0038444941689888		0.0027662469253653	0.0021520003407607	0.0116601224889067	0.0021325668840908	0.005446399342809		0.0046645748289877		0.005907289911592	0.0077096458707748	0.0072637376844157	0.0038297410751601	0.0046152516810873	0.0064938879648157	0.0061007451228442	0.0061511787651184	0.0070449003622587	0.0035033599368231	0.0034983647300632	0.0042362736144453	0.0056204260742435		0.0077256506378512	0.0067807250024732	0.0112091698634261	0.0087279753056501	0.0075531625436548	0.0104829317675147	0.0044257061538874		0.0034110542443167		0.0047619646511265			0.011262616803994	0.0115419466600847		0.0102859287946345	0.0082467078182793
Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0067450984015199	0.0064970113378401	0.016275817275985	0.0331179081688713		0.0118541631014256	0.0078608402011858	0.0725225845543374	0.01303962276947		0.0050308069921402		0.0081830438503969	0.0077307531576155	0.0126470220743994	0.0162031015025897		0.0117789946550044	0.0084182457552014	0.006984736724030801	0.0059560067770882		0.0051190436440774		0.0106710466011379	0.015025328177362799	0.0114056974396648	0.0089580694173591	0.0041626189768173	0.003958320627527	0.010290168503575201	0.0122452279182547	0.0070019182236751	0.0197052685862763	0.0053610544567738	0.008816233149791299	0.0049025910633059	0.0046038750753622	0.0080105326853005	0.0142922295803904	0.0267205305532725	0.0258764607679465	0.0225551321358346	0.011597575960803899	0.029526076977171502	0.023389045168803		0.0118578486554621	0.0092275719475609	0.0055254338446742	0.0054664147616827	0.0135093024154853	0.0132427068902562	0.0122246424067402	0.0434782608695652	0.0064786395651134	0.0056541379179519	0.0149986451885194	0.002127659574468	0.0103141844077427	0.0029769288017861	0.011706777639204401		0.008691382682664	0.0331108279536075	0.0108368356639461	0.014947652322854	0.0082076257363468	0.009869699982345699	0.0083190602446933	0.0180710457509846	0.0134659730092019	0.0022344415256603	0.0049778283428243	0.0068851309356698	0.008927121761671	0.0238095238095238	0.019757133439702	0.0089552852039251	0.014680413074229199	0.0159766051082769	0.0527988444748102	0.0103900451304077	0.0263372401725166		0.0065521903045147		0.013679291680618001	0.5	0.0112163764337111	0.0137960429707523	0.007263506389999	0.0333333333333333	0.016784211813835	0.0215727790522604
Colidextribacter		Clostridiales	Clostridia	Firmicutes	Bacteria		0.0019692469760234	0.0015937403255224	0.0044359631600103	0.003420761050253		0.0052040227302431	0.0014477752722361	0.0087495777688071	0.0056437595717114		0.0018553815303271		0.0018636016143076	0.0034019956264743	0.0041604637794339	0.0055732823706196		0.0028096235100162	0.0041398401599273	0.0005549761421961			0.0005644355651732		0.0038987188489378	0.0055023787649812	0.0052488717720366	0.003708271204012	0.0023599855154931	0.0004748622631362	0.003754917825579	0.0041613801071667	0.0021470545343028	0.0053926233776827	0.0008754640211944	0.0037363669749655	0.0009239184162586	0.000979586725079	0.0023524475918947	0.0025303179618541	0.0034278718919341		0.0062975817396366	0.0020841585732303	0.0037760055498456	0.0024960234630918		0.0036067862388489	0.0041824771735597	0.0032952845529685	0.0047616830863262	0.0033906298074596	0.0030824412069333	0.0046428833065645		0.0025419232236878	0.0022305431242921	0.0045663260488047		0.0033541659927586		0.0043228010758764		0.0020029824916138	0.0054236675983442	0.0029633169593224	0.0056172106895474	0.0045142670048515	0.003983620986546	0.0023481561261071	0.0045839404698403	0.0013030873605959	0.0015953549543992	0.0009992374829308	0.0018526826312434	0.0050365007915214		0.0075563372827374	0.0072967645271496	0.0050858805146979	0.0049305050662871	0.0039708403732399	0.0054662092261613	0.0074852668166078		0.0016917977988251		0.0112521851337447			0.0048740369200826	0.0079251111014011		0.0045163448304554	0.005168093764212
Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			0.0002980411975785		0.0002998364303628										0.0003253944802084	0.000413767511459											0.0003823143279765		0.0006184116990927				0.0002626086697369				0.0002360092260743			0.0002631327681135	0.0001830093116319			0.0004030664163027		0.0004234820573075			0.0003032621817822				0.000207100411387	0.0001565040281764	0.0004651319482541				0.0003368112721591							0.0003064225081178	0.0002018961123303			0.0004870677406387		0.0002869185899611							0.0002831843282052	0.000468731967014				0.0004612007449518					0.0004268741429216			0.0002724771259929			0.0003875163388112	0.0004738779575761
Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0035588507699681002	0.0037108944558633	0.0015385904207615001	0.0018873344282761		0.0006241175481806	0.0034320225068885	0.0037029570128120997	0.0007954922108054		0.0029181287239694004	0.0074427247177805	0.008679933209042	0.0060289670948054	0.0028398518056568997	0.0030656483129146	0.035601101816688005	0.001650485117308	0.005354881359111	0.0014281779812846001			0.0006542167122506		0.0018452896368809	0.006370191178943	0.0018314860269809	0.000495460332654	0.0039917608025555	0.0005259537174953	0.0025465254066833	0.0010930976143463	0.0102859473302777	0.0007124515442373	0.0039099268805318005	0.0025717768708014	0.0028680578695976	0.013467001925854	0.0014591660185136	0.002906545846123	0.0068571428571437	0.031719532554257	0.0012381281551023002	0.0046116859647419	0.0022643825902962	0.0031942418326108		0.0005111700891089	0.0023943634337402	0.0012783471836824	0.0015051297261748	0.0036283313808542	0.0028612765760358	0.0020522959461824		0.0031542771509757003	0.0048651882324956	0.0018890102329731998		0.0032937360798371003	0.0037211610022326	0.0018844673859221		0.0012317129125585	0.0030762983732201	0.0022921495745311	0.0052422851852415	0.0008724515805118	0.0012570577170696	0.0015726254098691	0.0017658298229786	0.0020574356821820997	0.0024081351106816	0.0026709808192944	0.0074939729057135	0.0014878044343693		0.007480958481286999	0.006040041859077401	0.0028323005976631	0.0024576859707527	0.0020451129793429	0.0245662456301408			0.0019796757553117		0.0022919491736992			0.026028415301216	0.006935106844433		0.0016860047414322	0.0020921794251661
Crassaminicella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				0.0007055761845661	0.0002644539194683		0.0010994986978691		0.001032273250876	0.0012711141387366		0.0002850482366579		0.0004731605175682	0.0003197328085104	0.0006169814218173				0.0006326940511036							0.0006674989200322	0.0005791684415955	0.0004540951886138				0.0007682379652557		0.0009255234928633		0.0003998745514203				0.0003282521810593			0.0011600067963394		0.0005677837981934			0.0006471523633896		0.0002548675070255	0.0007910764447105	0.0004529786680422	0.0004949586513144	0.0004639933257929				0.0003475814964116		0.0003697300100858		0.0009088863585364			0.0004828020264305	0.0005938539257117	0.0009350714305229	0.0004268106117303	0.0006725076965459		0.0009475162876175	0.000712677639311						0.000985333325705	0.001016404174914		0.0017316057670623		0.0007115938103473					0.0008523291053989			0.0006858833588809			0.0003649403444787	0.0004786666556255
Crateriforma	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria																																																	0.0002931641311865																																															
Crinalium	Gomontiellaceae	Oscillatoriales		Cyanobacteria	Bacteria						0.0450190996703564					0.0040563284580373																																																			0.0044653932026792		0.0308945885594221																						0.0116504854368932										
Cryptanaerobacter	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															0.0006266113500514	0.0013496330444695											0.000290319928053		0.000502200377801						0.0003294176537857		0.0003872085354613			0.0007790633839298	0.0002024758840008			0.0003589134494144	0.0002284297688151	0.0008228407606298					0.0003630491117815		0.000272731087148			0.0434782608695652							0.000733024789147								0.0004899682190514							0.0238095238095238																		
Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			0.0002392517772791	0.00038042118954	0.0002727389642261			0.0003124634916242	0.0009720152706596			0.0003088900840959		0.0004148888889341	0.0010246147936146	0.0004432605429639			0.0008125030594431	0.0007980144929104	0.0002867005129572							0.0007652592362471	0.0007544068270162	0.0012137455591076	0.000192606547454			0.0004257552907842			0.000222171104853		0.0003934246558792	0.0002260050079464	0.0004672211572479			0.0006613927225222	0.0006576717445812	0.0008821319286653	0.0008180747220894				0.0002991628239	0.0005946459666402	0.0002856718366097	0.0002609301033895	0.0007221690861604		0.0009446947677924	0.0005148281164282	0.0007916664800849		0.0007809569512644				0.0005436975547501	0.000237413142645	0.0005098290768215		0.0005128006345621			0.0002437999366529	0.0016232333548015		0.0004152298264411				0.0018138697853194	0.0002711412132069				0.000229109198857					0.0009029985582094			0.0001548250043021			0.0007258943329543	
Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	0.0388086642599278					0.0901771336553945																																					0.0400667779632721																			0.003225006201935		0.0166666666666666																								0.0576241134751773								
Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria																																											0.030050083472454																			0.0076903994046142																																		
Dehalobacter	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																											0.0002318626414806																																																																					
Dehalobacterium	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0001461805117428																		0.0005038326643339						0.0003020680597046									0.0022857142857142		0.0002546061082292								0.0007299228391083														0.0001647121266712		0.0005168255698478				0.0002424126219629								0.0006187993331892				0.0002257563375351												
Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																0.0433333333333331																																
Denitrobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria																													0.0002223545742499												0.000352729216651										0.000204788517612		0.0001895188220469	0.0001562879998067													0.0002184039417965								0.0003099847776341				0.0003155371498679																	
Desulfallas	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																											0.000167576479706						0.0002601467084794				0.0001578478514403																0.0001128477915697								0.0002446238438952									0.0003438907712044		0.0002625022307771								0.0003550836178601				0.0001649183300595					0.0003384104045929							
Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria		0.0002848577745851	0.0003615411454744				0.0005086211288463								0.0004037998555286					0.0004812628336755									0.0003734749771765		0.0002277807041271		0.0005533129053352				0.0002829022795967				0.0002643692446637								0.0001975169300189		0.0002253407819608			0.0003481501960907	0.0011210861858613002				0.0003615186532932				0.0008256013417393								0.0005908143909947	0.0005048168404445												0.0002884697060252												
Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria														0.0003955037468777	0.0010599355753445						0.0004237080977136										0.0002545097938944					0.0008633093530437			0.0002290738235419		0.0004664988117367								0.0006348758487268		0.0006251154125894		0.000251751772752	0.0005939032723708					0.0007730885578157	0.0042553191489361	0.0004043407435453	0.0069461672041677											0.0023233046005551	0.0008194278903456																						
Dorea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																									0.0004284643125599																																							
Drancourtella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																				0.0001972038198886												
Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	0.0144404332129963	0.0014377380704437	0.0031863200890864	0.0104403049982185	0.004460803502911		0.0064171694850751	0.0015908168545663	0.0049125457871273	0.0096753114221699		0.0023337376847504		0.0024645639725682	0.003900397983702	0.0060972975269331	0.0044109018347051		0.0022149126565338	0.0063574476236282	0.0011126816905283	0.0084887966700294		0.0011124500377313		0.0042900128081932	0.004820442586118	0.0083498968716888	0.0053254118631389	0.0019986430254639	0.0055737458177302	0.0054601745474072	0.0035062243918347	0.0032880045429553	0.0035873204009859	0.0031246794518424	0.0074110473986808	0.0014778748506676	0.001141006437452	0.0057386034148054	0.0042586460796127	0.0045714285714285		0.0031595591789819	0.0028873967369308	0.0069093226513355	0.0046899577670473	0.0083333333333333	0.0056994471269811	0.0060477775962734	0.0058792412869621	0.0066844831502595	0.0044379706147287	0.0051056569107296	0.0059389524487375		0.0029106837372224	0.001476778072385	0.0052830183249003	0.004255325865385	0.004001957526534	0.003520035191346	0.0025196796546715	0.0044444444746892	0.0042630274188489	0.0048419756422867	0.0033428192222426	0.0045123710375986	0.0048817167493629	0.0081103478589835	0.0037392834862439	0.0036602940107232	0.0028660142524472	0.0024544248116259	0.0021423531340728	0.0018408406635996	0.0032869873770065		0.0051067095357128	0.0093543750313179	0.0075969569028123	0.0046035866003051	0.0089463974140779	0.0117376831335166	0.0074850299401197	0.0071197411003236	0.0060610449690155		0.0066156020561602		0.0223463687150838	0.0096410634205769	0.0168479512475869	0.05	0.0062820729771178	0.0062950243671502
Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0004628900934105				0.0001887765946221				0.0004386202559679			0.0002793135313041	0.0003209470583016	0.0011428571428571			0.0002279861425172																																												0.0003214401924808							
Dysosmobacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0173377528120906	0.0173966726045128	0.0412180762292571	0.0175676709284039		0.0448195976409131	0.0129691259812331	0.0571120528660593	0.0528653341652829		0.0133373471467955	0.1089886838659925	0.0169276511691015	0.0324171763668135	0.026499723557337	0.038590084895249	0.0591311456174286	0.0320089841851827	0.0230850570615162	0.0087507612384304	0.0420771975603381	0.0238784854648586	0.0069455557433577	0.0090134635559239	0.0207539318843094	0.0308044809262391	0.053929493647072	0.0396533483223468	0.0244260370116748	0.0075210518021463	0.0255203323087952	0.0281023720590844	0.0163192444691464	0.0299862174446971	0.0065268364293996	0.0288012683326072	0.0108921100693557	0.0064407388959907	0.0189278890759913	0.0179027549348683	0.0076578782628361	0.0198622864006104	0.0363579056498728	0.0264994896600422	0.0289041590144735	0.0237084037227815	0.0250066729356602	0.0372428482171913	0.0263616599057316	0.0275742328118	0.0644655805668705	0.0308264876391354	0.0253572151640345	0.0310307490856092		0.0280233615716924	0.0191104299763526	0.035930565688143	0.0103454070800642	0.0273673534121726	0.0400946834648013	0.0322892217687675	0.0034238640717593	0.0266276453821403	0.0280819610674003	0.0265399604540159	0.0279232057660363	0.0553233537161369	0.0342204117946885	0.0195864667039917	0.0237849132526422	0.0178081131657802	0.019396112410729	0.0121816810807838	0.0106327201913767	0.0334622288586205		0.0563431262398325	0.0409969913879263	0.0358370182036444	0.0372478001103251	0.0373850971908289	0.030465333332213	0.0187842293824161	0.0296004150711981	0.0199032798017517		0.0533351709188152		0.0763276241487096	0.0469919493714653	0.0651362703633329		0.0326546091608642	0.0471934365113964
Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria		0.0009372188275067	0.0005649079200311				0.0005805941574204	0.0007357471633177				0.0004655250650937		0.0005595293712274	0.0007598126179818999	0.000598483507988			0.0007928844674778									0.0004118221830699	0.0004752856738784		0.000569451802583		0.0003022124488479	0.0007095541047404	0.0013298143346400998		0.0008933754390896	0.0006763611765739	0.0008999427309171	0.0004177792309229	0.0003940421143364	0.0011428571428571		0.0006163262067846	0.0005023820738695	0.0004108784965259							0.0003982364343026	0.0003114806019664				0.0005440827704593001	0.0003141762600535		0.0006298254348999						0.0012079271751028						0.0012104896641012		0.0004750580898382					0.000637674373777				0.0005451261531359			0.0009502534349526		0.0003733198716067			0.0002713123761918				
Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0009077811339058	0.0003973339934876	0.0006506778764344	0.0002806934631962		0.0018983968822823	0.0005136012522156	0.0006640261012072			0.0005278513066456		0.0005089693866366	0.0013249996742266	0.0013697672498258	0.0008981665038096	0.0156250000627524	0.0010058745718248	0.0015053508268876	0.0002958941502183						0.0005941381611341	0.0013778118297031	0.0028979001203166	0.0010582041414259	0.0005427975147653	0.0008224011614887	0.0014335912433387	0.0015578824462295	0.0008570668128267	0.000751009414489	0.0040523089731004	0.0005207857391135	0.0009739927671087	0.0007962368915707	0.0010071968279411			0.0009211988078279	0.0008215730828272	0.0013460083466463			0.0004582856997467	0.0030332332709015	0.0004312140993343	0.0006623235124647	0.0012029808279621	0.0009824255416159	0.0012174617592977		0.0008493396432689	0.0004493476118836	0.0015522299262735		0.0013277080444381		0.0008483840574191			0.0002582347612905	0.0015313110074393	0.0009030620216316	0.0009121158046587	0.0002538275699732	0.000968888256765	0.0012217462830495	0.0005317946293751	0.0008377574845288	0.000522623538908	0.0010749840457685	0.0016916141975707		0.0010462939929869	0.0019705712079151				0.0006744865146463	0.0014970059880239	0.0081478799640955	0.0006710009065612		0.000551581314918			0.0019976324211891			0.0011571962305176	0.0014517442464105
Emergencia	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria		0.001564098357699	0.0025043537212564	0.0072726455427969	0.0015146669809946		0.0069567894439487	0.0018892848992475	0.0062865389896897	0.0034169919614303		0.0016139818507569		0.0046540209942177	0.0050429383128894	0.0042346080813566	0.0045015742078504		0.0028409287039097	0.0044139412362749	0.0005612374427042	0.0094589239446387		0.000449767107271		0.0029629923913396	0.003878468156057	0.0044661089348492	0.0068874664814569	0.0016178175128964	0.0018014202543546	0.0061593377552469	0.005905179595009	0.0021382311537385	0.0076023394538843	0.0010651112237031	0.005768561861265	0.0019915273422638	0.0020497513580993	0.0031841425731124	0.0045619119590961	0.0070031382536871	0.0229428082453767	0.0076338028105548	0.0014229323134008	0.0047714787159749	0.0039400818948135		0.0029803628862286	0.0089988712062604	0.0035332025786968	0.006887932788079	0.0037261314469894	0.0034906806585598	0.0123327450236206		0.0018034237802245	0.001212575031771	0.004000737035179	0.0063935861043198	0.003157721501138		0.0052054303769022	0.0033349065220202	0.0016617691958495	0.0033084964242698	0.0043059945261303	0.005758558113467	0.0070287841251727	0.0032219038099409	0.0033080373537178	0.0050971263981814	0.0069580941476517	0.0031885780547377	0.0014512986633227	0.0016153246007825	0.0056076139432735		0.0078627976880202	0.0089989123137807	0.0060945320048981	0.0083350209365347	0.0026539576086877	0.0131496401521486	0.004698308513664		0.0034107702725386		0.00730850343423			0.0085880453007927	0.0157864614020008		0.0034645777515296	0.002639388177827
Empedobacter	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria			0.0003116166994188																																																																																													
Endobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																0.002222110581878																																
Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0025930395500453	0.0011674254054119	0.0013272729670355	0.0002972349368783		0.0011086726408174	0.0016875063710512	0.0007586827093518			0.0013868894123851	0.0067890944136504	0.0018254022100214	0.002119839363815	0.0009469526887208	0.0012500705077343		0.0021373433246341	0.0008554861569148	0.0014031155910288			0.0011337943482853		0.0006390166477718	0.000875319587278	0.0015032797581647	0.001627592908666	0.0023714478580864	0.0009372265633283	0.0011758086775541	0.0005076000396097	0.0020887101261996	0.0007002442560385	0.0010648881508329	0.0014688048785681	0.002034814306878	0.00187565901165	0.0010460166883955	0.0015460655852992	0.004540880512391		0.0006793915577824	0.0012492033234772	0.0022874417082906	0.0013619142110181		0.0003834268595056	0.0020180058079786	0.0015720097202654	0.004191943212563	0.0012411102388872	0.0014220311882708	0.0010286949890845		0.0040157668973413	0.0019279892093383	0.0015120927181606		0.001897982161888		0.0017143319440061	0.0011115980100329	0.0013035058822595	0.0006806566354978	0.0019197827459053	0.0012750437633981	0.0016128341363478	0.0003246471915929	0.001087884980853	0.0013193635230925	0.002280445490514	0.0018731072374483	0.0009967676393521	0.0014317871160986			0.0008852822258647	0.0012410821397546			0.0011579471135076	0.0017316047243518			0.0010614304483156		0.0011950566383538			0.0017320239564216	0.0016644320455826		0.0012420345785976	0.0004919623031669
Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			0.0004734601751875									0.0004004360314455																		0.0004011432582861	0.0002562532921441						0.0004752658501846																														0.0003958760220621																													
Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																								0.0002625042909355																								
Ethanoligenens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				0.0005286492457409	0.000788678666721		0.0004171663810814		0.0011859128698364	0.001958826392256		0.0002390878092756			0.0003098713958054	0.0002677000986257	0.0010038836100933		0.0004457240359455	0.0004938245905294						0.0008507768541357	0.001367350121977	0.0010173415995572	0.000660696864417	0.0002559590481291			0.0009724186963036	0.0003376325026439	0.000675759986875		0.0005102181169492				0.0004051376993719			0.0014703748548104		0.0003717565291312			0.0018996959188304	0.0010981035968816	0.0002892968369702	0.0002305260566094	0.0004396764517397	0.0004057950575122	0.0007573632031208				0.0006534415705463		0.0002752629809582	0.0094085537657595				0.0015120637543925	0.0004573398296541	0.0015357982217189	0.0008212462629987	0.0023054429178593		0.0007210476887137							0.0014607649639868	0.0016113554002854	0.001034296377053	0.0014508737156486	0.0011744655921769	0.0013237192767041	0.0025429575232514				0.0015453015941412			0.000443339028091	0.0016360815715734		0.0008271398714809	0.0019998997847651
