species	genus	family	order	class	phylum	superkingdom	barcode64	barcode57	barcode56	barcode20	barcode86	barcode80	barcode70	barcode91	barcode02	barcode35	barcode96	barcode75	barcode45	barcode87	barcode32	barcode23	barcode38	barcode53	barcode58	barcode69	barcode76	barcode16	barcode49	barcode31	barcode44	barcode21	barcode66	barcode07	barcode14	barcode89	barcode27	barcode39	barcode81	barcode10	barcode24	barcode74	barcode59	barcode73	barcode88	barcode26	barcode12	barcode04	barcode01	barcode82	barcode25	barcode60	barcode13	barcode52	barcode84	barcode43	barcode09	barcode93	barcode77	barcode78	barcode30	barcode29	barcode71	barcode72	barcode63	barcode47	barcode15	barcode79	barcode55	barcode33	barcode11	barcode54	barcode92	barcode36	barcode61	barcode65	barcode08	barcode03	barcode94	barcode41	barcode90	barcode42	barcode40	barcode48	barcode83	barcode05	barcode19	barcode34	barcode22	barcode06	barcode50	barcode17	barcode28	barcode95	barcode18	barcode85	barcode46	barcode67	barcode37	barcode51	barcode62	barcode68
Clostridium butyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0002377712490833	0.0005142793728017	0.0017910693640984	0.0021342640811786		0.0004167403987512	0.0003225149801357	0.0017835461694745					0.0008699049067352		0.0010403272594701	0.0030200977602039		0.001900297423068	0.0009981974613139	0.0004546768606498			0.0006325140107003		0.0015566696929977	0.0015032742051911	0.000472619173434	0.0003074220616358	0.00055462245175			0.0010431195059099		0.0010090937122949	0.0003074848622618	0.0002478375102765			0.0004055410254213	0.0002742699350785	0.0026911854212901		0.0020437822196257	0.0013082667483909	0.0037440390522632	0.0040426815937818		0.0006123880511624				0.0005058685469227	0.0005217204175466			0.0010017123967168	0.0004494689459427	0.0005057674457855		0.0005333330419361		0.0006142158570121			0.0018192163076554	0.0004929489489041	0.0014005017232532	0.0003401471083812	0.0002542971668602	0.0005430909416018	0.0014980631618031	0.0016204651809459		0.0004411966260927				0.0008062898874619		0.0009986781990667	0.0027951700712031	0.0031275824917269		0.0044566121096669				0.0002778244175363			0.0005213249737479			0.000798361282789	0.0014284902612243
Clostridium chartatabidum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0006957960286014	0.0004582948333209	0.0006751732800824	0.0003120375782017		0.0013867645469756	0.0006004759331477	0.000351854123492					0.0009147092512141	0.0002828919910172	0.0004584628276601	0.0018258357497553		0.0002933887060254	0.000901827420871	0.0002032484959127						0.0006285660437406	0.0003197722376849			0.0002020362691625		0.0008511415156596		0.0016279031585847	0.0007413106614085			0.0002551955107554	0.0004195557146089		0.0045627205018663		0.0004215191181846	0.0013194972125126	0.0019789552941092	0.002291952346709		0.0001984341710048				0.0002939335346614				0.0010882117420879	0.0012411319412892	0.0005141863138934		0.0004514811279681		0.001103552498878				0.0002024779514316	0.0003863992586088	0.0001630224433597		0.0012749152679732	0.0023624898617091			0.0003686529184686																				0.0003685510942434	
Clostridium chauvoei	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					0.0014458467906961				0.0093026057236127							0.0003031788699453											0.0002675683118373								0.0005006805256185									0.0005633875623527	0.0002204260050248	0.0005869294625414			0.0001750858043128				0.0003116110512191	0.0002195355998923					0.0003307960662056							0.0015694048492517	0.0002552181976545			0.0002878981760245									0.0015363026082864				0.0027945301269705						0.0003014095252151			0.0003578881354417				0.0008683441268469
Clostridium disporicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					0.0016510406099536				0.000848933585923												0.0002091580110549																							0.000388171911433					0.0001898448816869				0.0003622665195254	0.0002143862117862					0.0002913670645292							0.0013612742573927													0.0004359359701814				0.0018742004342972		0.0020807661969536							0.0003039776338254				0.0007265866699243
Clostridium gasigenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0002511619011305																																																																																							
Clostridium isatidis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0003043839104553	0.0003337388704783		0.0041342027649837		0.0004111417610737		0.0083560419702293	0.0013100890385888						0.0009323031512467			0.0003260166214431		0.000417260742781							0.0002500077673164					0.0004742177581579	0.0003629849407558	0.0015750808424666					0.0003005764203777		0.0011451528816734		0.0009802222409272	0.0004396831666169				0.0004566725859052				0.0008163675674097	0.0003848974625346					0.0008459876891339		0.0003045361589326		0.0008438090557193			0.0037356409583968	0.0003975131965765		0.0003516044375447			0.0002850073486308	0.000286977752357						0.0016854967302493				0.0063216104249195	0.0003871470347586					0.0006581352746212			0.0011990323314126			0.0005480472503817	0.0021653309231175
Clostridium merdae	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0021306253883601	0.0016569947557552	0.0084073012421261	0.0028274565623337		0.0068216048494148	0.0035311478177253	0.0064754162617991	0.0066354870706175		0.0024817728957112		0.0020246040454124	0.0041870169110412	0.0034967735644232	0.0045578125194555		0.0035225832771492	0.0033235522006935	0.0021041035639939	0.0059560067770882		0.0029068040340238		0.0047745368271494	0.0064520606026439	0.006197250272209	0.0061206645178926	0.0014261862342713	0.0011853863110671	0.0036845110265998	0.0048121070483155	0.0023097896625522	0.0064292063511473	0.0025196728512872	0.0057537464127914	0.0016637811734617	0.0013656865584832	0.0038436393942341	0.0100949336299185	0.0095776734104157		0.0076448683061583	0.0016774768948812	0.0060883922541857	0.0051031760432438		0.0049918041104834	0.0068920124359007	0.0041404744677882	0.004455167647773	0.0041659281410939	0.0054107803089167	0.0099033042697817		0.0015682146001801	0.0017007305060834	0.003232364776034		0.0034279270850673		0.0044769341301483		0.0062333299483052	0.0055442658374752	0.0047365794626066	0.0084985205757618	0.0048550970230746	0.0073010851410681	0.0049155117746397	0.0057421844136421	0.0025666667703075	0.0022344415256603	0.0019312422384935	0.0021569519039756	0.0067033531995588	0.0238095238095238	0.0056487354021034	0.0076414728929515	0.0063750034810977	0.004767668992448	0.005441054410688	0.0078960504899084	0.0053791563401816		0.0030515610181386		0.007358034721417		0.0112163764337111	0.0054497720138576	0.007263506389999		0.0053642234334912	0.0053183596225775
Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				0.0013712338660162	0.0014401343091048			0.0004158755257103	0.0011602343588533			0.0003581446742586				0.0004321014778464	0.0018014798943338		0.0009292597506307							0.0010807396835283	0.0013960860547476	0.0003564258909664				0.0018808505293525	0.0006072578249769		0.0006524773087785							0.0030057169346769		0.0007589335797884	0.0010013814791871	0.0039743202630372	0.0033290482782723						0.0002998939913721				0.0005678466586835	0.0002262721879736	0.0002536785714411		0.0003960541372028					0.0009759202772636	0.0003146902808053	0.0012763217562496				0.001339866923392							0.0004787043053924			0.0014838103878869	0.0016424928577619									0.0001640205817529				0.0006961367768641
Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0003321405500098																																																																																							
Clostridium quinii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					0.0005705357307249				0.0005646272809997																																			0.0002307283087823					0.0001455790467685																	0.0004333418544127																	0.000715730674821											0.0333333333333333		0.0002621572309212
Clostridium saccharobutylicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																			0.0003807763812099								0.0003541154733223						0.0001699788878965											0.0004793687150673		0.0003682604618536	0.0009293291453455										0.000387534061751	0.0001235230218248																																						
Clostridium saccharoperbutylacetonicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			0.0008075377730787	0.001012434919284	0.0005784489123301			0.0005181204368139	0.0006654125820453	0.0019224393651493				0.0005159118915112	0.0003396370477157	0.0004405124678905	0.0014724189498857		0.0012062495075421	0.0010204464770969	0.0007350018366878					0.000798033506583	0.0016825114603513	0.0004398607385641	0.0007009129464647		0.0012411448709321		0.0009957339489535	0.0008107978970835		0.0005149544202078	0.0009808385700454		0.0008405225460685		0.0011791550164368	0.0034523671176359		0.0011907588932632	0.001117432368632	0.0042256880054738	0.00330002414673		0.0004749472038963		0.0002128218940716		0.0003663138194214	0.000666433358261		0.0434782608695652	0.0006650896417098	0.000413661903701	0.0005415172417507		0.0009384187333	0.0029769288017861				0.0008766265626609	0.0004590199968112	0.0006598697573846		0.0005441980394498		0.0022608936680652	0.0041562295181765						0.0003582759883267		0.0031097821310077	0.0042298927499901	0.0012281313203345		0.0014970064540865		0.0018778886137928		0.0004177273659805			0.0003259810544808				0.000933368243327
Clostridium sartagoforme	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					0.0002636277195012				0.0009045104511295																																																									0.000194784732264													0.0002420751017949																	
Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0004745542039	0.0011375477868191		0.0087441742568635		0.0006707878875442	0.0003183130617286	0.0047375828380697	0.00140555622666		0.000329457927548		0.0012632665405599		0.0020872256066351			0.0002539598638949		0.001262186137817			0.0011488630629519		0.0010551121494691		0.0003491394263989			0.0004240979892582	0.0027276912708527	0.0008734593092703	0.0004986858477973	0.0026154050742591	0.0008699909164897		0.0011021505302372	0.0008380094399215	0.0007089623588524	0.0006218976412981			0.0029999061399382	0.0012896826455409	0.0003511392309834			0.0028632138997252				0.0020556227792368	0.0015260928946491					0.0021948274096944		0.0005028640741714		0.0014327064888861		0.0017657474893521	0.0076465131653451	0.0005257994230545		0.0005761096424802		0.0005134108256128	0.0003775612996701	0.0006776547839184		0.0010730225101143	0.0017781934941587			0.002193293821177		0.0014906490882411		0.0143785329375451		0.0024093720285617				0.0022616184512716			0.0017102156342131			0.0022917679479446	0.0037189368103756
Clostridium septicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			0.0003650965163884	0.0004484731566781	0.0012024656648132		0.0004726908893177		0.0058813764526918					0.0003406393386743		0.0005281261551883																	0.000391605439792		0.000932731293567									0.0005908281608917	0.000605847101888	0.0004509058055733			0.000165528749551				0.0003874072231916	0.0001915426323285					0.0002963513473935	0.002127659574468	0.0002991086291342					0.0015605662849944	0.0001929040560604		0.000224296839438			0.0004393120145213	0.0005843548316582						0.0013229560193268		0.0010513481786301		0.0035958310258109						0.0003424757285977			0.0004231631571204				0.0013477318266288
Clostridium sp. BNL1100	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0021846094731817	0.0003615477228547	0.0013187672781583	0.0005102130098855		0.0011290756808283	0.0010939532033643	0.0008690730371786			0.0009484767915621		0.0005350512126133	0.0021755970271466	0.0009152615465347			0.0015229418636559	0.0007560038719409	0.0007689772700954					0.0014059547414104	0.0009218892381099	0.0019543156816726	0.000901373767497	0.0010583010321961	0.0002308511763314	0.0019971156767702	0.0002887834170847	0.0019330368204225	0.0015598017033089		0.001054040551724	0.0013126343387743		0.0013883753334779	0.0011174225043797	0.0022857142857142	0.0258764607679465	0.0010391734034826	0.0007732068255509	0.0015953335955696	0.0020207103523447		0.0002072961398658	0.0023355595116602	0.0008929213798036	0.0010112471139097	0.0021235084777094	0.002361634230666	0.0017494797592704			0.0003882357393872	0.0042306997869105		0.0020907065642315		0.0017919259468623		0.0006923052450067	0.0011013462699659	0.0015897493611565	0.0014515691714659	0.0005126293325298	0.0004041668326803	0.0010721314348658	0.0007683259725418	0.0004531641333428		0.0011637140496552	0.0024151053670248	0.0022237685621122		0.0006244458844221	0.0006097611376551				0.0003301896632199			0.0016227406725833		0.0010533962790094			0.0001921986085586			0.0054393497686354	0.0002875245537245
Clostridium sp. JN-9	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0003219459866603																																																																																							
Clostridium sp. SY8519	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0003635776725865		0.0003562080684474	0.0001793710753074			0.0003737115603443	0.0003665137281186			0.0002826466493722		0.0003581340721696	0.0007456101806948	0.0004385453276657			0.0004914685725765	0.0009054954995781							0.0003577444865836	0.000376462240503	0.0006456063252919	0.0003242732132093	0.0003051484269153			0.0004750101775441		0.0004076407451188	0.0003908079910448	0.0008240250208327	0.0004570683655756	0.00038351421806	0.0004141825971529			0.000281285174643	0.0003649216094988	0.0009185006354362			0.0003154548630382		0.0002792161030108		0.0004976700796918	0.0005431702690741	0.0005718583776881		0.0005046721536325	0.000328860339725	0.0007143915011564		0.0005831924307934					0.0004218311860921	0.0005948574373309	0.0005569995576922	0.0008564101102045	0.0003817210694814		0.0006033566964652	0.0010693660059489			0.0005348801705107			0.0003757174735725	0.0007040511733185			0.0007377708760241	0.0017766579425208					0.0003639122687996			0.0011462702656787			0.0005955310575748	0.0002820038291762
Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																														0.0003266532247216																																							0.0029940119760479							0.0002744616432101				
Clostridium taeniosporum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0002361298044376																								0.0001831779437959											0.0002916182030541																												0.0003092580146537																								
Clostridium tarantellae	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria					0.000443733878552				0.0009945837472398																																			0.0003482465224424	0.0001666504411044				0.0002480586063911				0.0001972764508808	0.0001745346355589												0.0004731207717924													0.0002683702181753				0.0012904062310931									0.0002599016199194				0.0003482295613375
Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0003537804753516	0.0005757932889088		0.0060554954690963		0.0005453570875201	0.0003503854403209	0.0258638220365534	0.0017660510684544		0.0006303080536881		0.0010456772556597		0.0012140770252776			0.0002887104797697		0.0006334867030117			0.0004308625364014				0.000470127942043		0.0007992360453906	0.0003696555838604		0.0007175375912305	0.0006116128775197	0.0019784677454585				0.000847392654558	0.0005603682202682				0.0014051230692636	0.000594785848632	0.0004933026370221			0.0005152675374627				0.0008160666155359	0.0006559211383936					0.0006827578722815		0.0003543735675186		0.0009551336982987			0.0043446707781126	0.0007614883073884		0.0003283087993341	0.0004210714288833		0.0006850809984098	0.0002789365880976						0.0031295767952769				0.0083840515431953		0.0045263424565466				0.0004396945610814	0.5		0.0011440864514266			0.0008007975914429	0.0025999352031074
Clostridium tetani	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0001748460174447																																0.0001866107750939					0.0002930884749296																																																		
Colidextribacter massiliensis	Colidextribacter		Clostridiales	Clostridia	Firmicutes	Bacteria		0.0019692469760234	0.0015937403255224	0.0044359631600103	0.003420761050253		0.0052040227302431	0.0014477752722361	0.0087495777688071	0.0056437595717114		0.0018553815303271		0.0018636016143076	0.0034019956264743	0.0041604637794339	0.0055732823706196		0.0028096235100162	0.0041398401599273	0.0005549761421961			0.0005644355651732		0.0038987188489378	0.0055023787649812	0.0052488717720366	0.003708271204012	0.0023599855154931	0.0004748622631362	0.003754917825579	0.0041613801071667	0.0021470545343028	0.0053926233776827	0.0008754640211944	0.0037363669749655	0.0009239184162586	0.000979586725079	0.0023524475918947	0.0025303179618541	0.0034278718919341		0.0062975817396366	0.0020841585732303	0.0037760055498456	0.0024960234630918		0.0036067862388489	0.0041824771735597	0.0032952845529685	0.0047616830863262	0.0033906298074596	0.0030824412069333	0.0046428833065645		0.0025419232236878	0.0022305431242921	0.0045663260488047		0.0033541659927586		0.0043228010758764		0.0020029824916138	0.0054236675983442	0.0029633169593224	0.0056172106895474	0.0045142670048515	0.003983620986546	0.0023481561261071	0.0045839404698403	0.0013030873605959	0.0015953549543992	0.0009992374829308	0.0018526826312434	0.0050365007915214		0.0075563372827374	0.0072967645271496	0.0050858805146979	0.0049305050662871	0.0039708403732399	0.0054662092261613	0.0074852668166078		0.0016917977988251		0.0112521851337447			0.0048740369200826	0.0079251111014011		0.0045163448304554	0.005168093764212
Coprobacter fastidiosus	Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			0.0002980411975785		0.0002998364303628										0.0003253944802084	0.000413767511459											0.0003823143279765		0.0006184116990927				0.0002626086697369				0.0002360092260743			0.0002631327681135	0.0001830093116319			0.0004030664163027		0.0004234820573075			0.0003032621817822				0.000207100411387	0.0001565040281764	0.0004651319482541				0.0003368112721591							0.0003064225081178	0.0002018961123303			0.0004870677406387		0.0002869185899611							0.0002831843282052	0.000468731967014				0.0004612007449518					0.0004268741429216			0.0002724771259929			0.0003875163388112	0.0004738779575761
Coprococcus catus	Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0001488991535045		0.0006140350877192	0.0008160467431574				0.0007828891255664	0.0007954922108054		0.0001668251505596			0.0002523765458063			0.015625			0.000228150514154						0.0002173220132711	0.0005550780690445																0.0003966679974326		0.0002739488504061			0.0002969998941053		0.0006509846142579		0.000346158687534	0.000358389907756				0.0002642327890934	0.0008330058934733		0.0002231645063766	0.0037211610022326			0.0004688731638901	0.0003961764159183		0.0005098482485254	0.0001620132851109	0.0007900494287334		0.0006663570462209	0.0003414134516899						0.0007697445553764	0.0002641417425227	0.0018459199739478			0.0003638867148401					0.0009224737671522			0.0002967909478761			0.0004868130924085	
Coprococcus comes	Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0003216810461176	0.0004289630970056	0.000488083197054	0.0001761731814509			0.0004785449337714				0.0006045472867755	0.0074427247177805	0.0004947670962545	0.0003032299332202	0.0002265893782023			0.0003601467290697	0.0006772574266092	0.0006155368548633			0.0006542167122506		0.0008566324815059	0.0001745613585424	0.0005402588547845		0.0004068489049566	0.0002971403442502		0.0001295206905807	0.0002455415953309	0.0003813524093932	0.0003203010494401			0.0002834381703505						0.0003306334131784	0.0002867525572791			0.0002141701950036		0.0003505172681258	0.0012533950713558		0.0002461055814908	0.0003621034724776		0.0006031173517631	0.0006338815915953			0.0004437484263537		0.0004565059793574			0.0001424751188901	0.0004788895585924	0.000434731046078	0.0002491116141762			0.0002256375494029	0.0009938709006452		0.0002536719458194				0.0001342125380768			0.0008090685699271		0.0002097890436157												
Coprococcus eutactus	Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.003088270570346	0.0032819313588577	0.0004364721359883	0.0008951145036678		0.0006241175481806	0.0029534775731171	0.0029200678872457			0.0021467562866343		0.0081851661127875	0.0054733606157789	0.0026132624274546	0.0030656483129146	0.019976101816688	0.0012903383882383	0.0046776239325018	0.0005844906122673					0.000988657155375	0.0059783078071295	0.0007361491031519	0.000495460332654	0.0035849118975989	0.0002288133732451	0.0025465254066833	0.0009635769237656	0.0100404057349468	0.0003310991348441	0.0035896258310917	0.0025717768708014	0.0028680578695976	0.0131835637555035	0.0014591660185136	0.002906545846123	0.0068571428571437	0.031719532554257	0.0008414601576697	0.0042810525515635	0.001703681182611	0.0031942418326108			0.0023943634337402	0.0002768453012987	0.000251734654819	0.0032821726933202	0.002256781086789	0.0016901924737048		0.0025511597992126	0.0039670738518069	0.0010560043394999		0.0026268231471068		0.0014279614065647		0.0007628397486684	0.0025376468384117	0.0018132600159387	0.0042977058906381	0.0004613266812247	0.0004670082883362	0.0015726254098691	0.0008738352273548	0.000722151329847	0.0024081351106816	0.002417308873475	0.0074939729057135	0.0014878044343693		0.0065770013878338	0.0057759001165547	0.0009863806237153	0.0016486174008256	0.0020451129793429	0.023992569871685			0.0019796757553117		0.001369475406547			0.0257316243533399	0.006935106844433		0.0011991916490237	0.0020921794251661
Crassaminicella sp. SY095	Crassaminicella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				0.0007055761845661	0.0002644539194683		0.0010994986978691		0.001032273250876	0.0012711141387366		0.0002850482366579		0.0004731605175682	0.0003197328085104	0.0006169814218173				0.0006326940511036							0.0006674989200322	0.0005791684415955	0.0004540951886138				0.0007682379652557		0.0009255234928633		0.0003998745514203				0.0003282521810593			0.0011600067963394		0.0005677837981934			0.0006471523633896		0.0002548675070255	0.0007910764447105	0.0004529786680422	0.0004949586513144	0.0004639933257929				0.0003475814964116		0.0003697300100858		0.0009088863585364			0.0004828020264305	0.0005938539257117	0.0009350714305229	0.0004268106117303	0.0006725076965459		0.0009475162876175	0.000712677639311						0.000985333325705	0.001016404174914		0.0017316057670623		0.0007115938103473					0.0008523291053989			0.0006858833588809			0.0003649403444787	0.0004786666556255
Crateriforma conspicua	Crateriforma	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria																																																	0.0002931641311865																																															
Crinalium epipsammum	Crinalium	Gomontiellaceae	Oscillatoriales		Cyanobacteria	Bacteria						0.0450190996703564					0.0040563284580373																																																			0.0044653932026792		0.0308945885594221																						0.0116504854368932										
Cryptanaerobacter phenolicus	Cryptanaerobacter	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															0.0006266113500514	0.0013496330444695											0.000290319928053		0.000502200377801						0.0003294176537857		0.0003872085354613			0.0007790633839298	0.0002024758840008			0.0003589134494144	0.0002284297688151	0.0008228407606298					0.0003630491117815		0.000272731087148			0.0434782608695652							0.000733024789147								0.0004899682190514							0.0238095238095238																		
Cuneatibacter caecimuris	Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			0.0002392517772791	0.00038042118954	0.0002727389642261			0.0003124634916242	0.0009720152706596			0.0003088900840959		0.0004148888889341	0.0010246147936146	0.0004432605429639			0.0008125030594431	0.0007980144929104	0.0002867005129572							0.0007652592362471	0.0007544068270162	0.0012137455591076	0.000192606547454			0.0004257552907842			0.000222171104853		0.0003934246558792	0.0002260050079464	0.0004672211572479			0.0006613927225222	0.0006576717445812	0.0008821319286653	0.0008180747220894				0.0002991628239	0.0005946459666402	0.0002856718366097	0.0002609301033895	0.0007221690861604		0.0009446947677924	0.0005148281164282	0.0007916664800849		0.0007809569512644				0.0005436975547501	0.000237413142645	0.0005098290768215		0.0005128006345621			0.0002437999366529	0.0016232333548015		0.0004152298264411				0.0018138697853194	0.0002711412132069				0.000229109198857					0.0009029985582094			0.0001548250043021			0.0007258943329543	
Curvibacter fontanus	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	0.0388086642599278					0.0901771336553945																																					0.0400667779632721																			0.003225006201935		0.0166666666666666																								0.0576241134751773								
Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria																																											0.030050083472454																			0.0076903994046142																																		
Dehalobacter sp. CF	Dehalobacter	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																											0.0002318626414806																																																																					
Dehalobacterium formicoaceticum	Dehalobacterium	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									0.0001461805117428																		0.0005038326643339						0.0003020680597046									0.0022857142857142		0.0002546061082292								0.0007299228391083														0.0001647121266712		0.0005168255698478				0.0002424126219629								0.0006187993331892				0.0002257563375351												
Deinococcus hopiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																0.0077777777777777																																
Deinococcus oregonensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																0.0288888888888888																																
Deinococcus puniceus	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																0.0066666666666666																																
Denitrobacterium detoxificans	Denitrobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria																													0.0002223545742499												0.000352729216651										0.000204788517612		0.0001895188220469	0.0001562879998067													0.0002184039417965								0.0003099847776341				0.0003155371498679																	
Desulfallas arcticus	Desulfallas	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																											0.000167576479706						0.0002601467084794				0.0001578478514403																0.0001128477915697								0.0002446238438952									0.0003438907712044		0.0002625022307771								0.0003550836178601				0.0001649183300595					0.0003384104045929							
Desulfovibrio desulfuricans	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria			0.0003615411454744												0.0004037998555286														0.0003734749771765		0.0002277807041271						0.0002829022795967				0.0002643692446637										0.0002253407819608			0.0003481501960907	0.0004308592321315				0.0003615186532932												0.0005908143909947													0.0002884697060252												
Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria		0.0002848577745851					0.0005086211288463													0.0004812628336755													0.0005533129053352																0.0001975169300189						0.0006902269537298								0.0008256013417393									0.0005048168404445																								
Dialister succinatiphilus	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria														0.0003955037468777	0.0010599355753445						0.0004237080977136										0.0002545097938944					0.0008633093530437			0.0002290738235419		0.0004664988117367								0.0006348758487268		0.0006251154125894		0.000251751772752	0.0005939032723708					0.0007730885578157	0.0042553191489361	0.0004043407435453	0.0069461672041677											0.0023233046005551	0.0008194278903456																						
Dorea longicatena	Dorea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																									0.0004284643125599																																							
Drancourtella massiliensis	Drancourtella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																				0.0001972038198886												
Duncaniella sp. B8	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	0.0144404332129963	0.0014377380704437	0.0031863200890864	0.0104403049982185	0.004460803502911		0.0064171694850751	0.0015908168545663	0.0049125457871273	0.0096753114221699		0.0023337376847504		0.0024645639725682	0.003900397983702	0.0060972975269331	0.0044109018347051		0.0022149126565338	0.0063574476236282	0.0011126816905283	0.0084887966700294		0.0011124500377313		0.0042900128081932	0.004820442586118	0.0083498968716888	0.0053254118631389	0.0019986430254639	0.0055737458177302	0.0054601745474072	0.0035062243918347	0.0032880045429553	0.0035873204009859	0.0031246794518424	0.0074110473986808	0.0014778748506676	0.001141006437452	0.0057386034148054	0.0042586460796127	0.0045714285714285		0.0031595591789819	0.0028873967369308	0.0069093226513355	0.0046899577670473	0.0083333333333333	0.0056994471269811	0.0060477775962734	0.0058792412869621	0.0066844831502595	0.0044379706147287	0.0051056569107296	0.0059389524487375		0.0029106837372224	0.001476778072385	0.0052830183249003	0.004255325865385	0.004001957526534	0.003520035191346	0.0025196796546715	0.0044444444746892	0.0042630274188489	0.0048419756422867	0.0033428192222426	0.0045123710375986	0.0048817167493629	0.0081103478589835	0.0037392834862439	0.0036602940107232	0.0028660142524472	0.0024544248116259	0.0021423531340728	0.0018408406635996	0.0032869873770065		0.0051067095357128	0.0093543750313179	0.0075969569028123	0.0046035866003051	0.0089463974140779	0.0117376831335166	0.0074850299401197	0.0071197411003236	0.0060610449690155		0.0066156020561602		0.0223463687150838	0.0096410634205769	0.0168479512475869	0.05	0.0062820729771178	0.0062950243671502
Dysgonomonas capnocytophagoides	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0001860735996584								0.0002260475952451			0.0002793135313041	0.0003209470583016				0.0002279861425172																																																			
Dysgonomonas massiliensis	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0002768164937521				0.0001887765946221									0.0011428571428571																																																						
Dysgonomonas mossii	Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																					0.0002125726607228																																																				0.0003214401924808							
