species	genus	family	order	class	phylum	superkingdom	barcode64	barcode57	barcode56	barcode20	barcode86	barcode80	barcode70	barcode91	barcode02	barcode35	barcode96	barcode75	barcode45	barcode87	barcode32	barcode23	barcode38	barcode53	barcode58	barcode69	barcode76	barcode16	barcode49	barcode31	barcode44	barcode21	barcode66	barcode07	barcode14	barcode89	barcode27	barcode39	barcode81	barcode10	barcode24	barcode74	barcode59	barcode73	barcode88	barcode26	barcode12	barcode04	barcode01	barcode82	barcode25	barcode60	barcode13	barcode52	barcode84	barcode43	barcode09	barcode93	barcode77	barcode78	barcode30	barcode29	barcode71	barcode72	barcode63	barcode47	barcode15	barcode79	barcode55	barcode33	barcode11	barcode54	barcode92	barcode36	barcode61	barcode65	barcode08	barcode03	barcode94	barcode41	barcode90	barcode42	barcode40	barcode48	barcode83	barcode05	barcode19	barcode34	barcode22	barcode06	barcode50	barcode17	barcode28	barcode95	barcode18	barcode85	barcode46	barcode67	barcode37	barcode51	barcode62	barcode68
Petrimonas mucosa	Petrimonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																										0.0011428571428571																																																						
Petrocella atlantisensis	Petrocella	Vallitaleaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0002371777158203		0.0003758365843613	0.0002681528709435				0.0002703039416883			0.0002670329948306				0.0004174193286152		0.03125	0.0002981553390839	0.0007151547048829							0.0002596964156893	0.0002062220387213	0.0003589763714018				0.0004616003120514				0.0004408987648037							0.00043170399415					0.0001867110938127			0.0006237861011486	0.00021055657917	0.0002611118778664							0.000209866041069						0.0003813849602267	0.0005782755079264	0.0001425774257194			0.0006336992182189	0.0003074119754332						0.0002501647927137	0.0004318357121119				0.0004179364118942					0.000266062527886			0.0004184753168279				
Phascolarctobacterium faecium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria		0.000306226168664	0.0003248879573188				0.0009428021357001								0.0005913142477628	0.0003528753265662	0.0009830426597636			0.0005240113807844							0.0002909706450771	0.0002307808759144	0.0010048421794316	0.0003969986009385		0.0008447870672745	0.0005338665242612	0.0003278028666112	0.0008826370265835	0.0003159699896107	0.000709136863559			0.0004907245445165	0.0005347727061276				0.0005933652290668	0.0012112542493027			0.0004059391924965	0.0013118603456709			0.0004388577262331	0.0001949529743026	0.0019202595356343			0.0003511762189428	0.0002700348549527				0.0006654408266565					0.0005101596398205	0.000542019803065			0.0002420253814535		0.0008202851798961					0.0001926805963467	0.0005405631377105				0.0004199159022765					0.0003931864347111			0.0001583434464261			0.000739497208323	0.0004294840521234
Phascolarctobacterium succinatutens	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria		0.0044514165397247	0.0037854655362562	0.0011403508737442	0.0002121721532218		0.0043994000465008	0.0012716985722047	0.0017272841245134	0.0019224395094464		0.0019018072598564		0.0032674433647981	0.0070649246392355	0.0031053566201581	0.0078568009789516	0.03125	0.0007189337674948	0.0074007756117082	0.0007333409383504			0.000446921499553			0.0032434808138715	0.002547096378262	0.0121222089861273	0.0043053807042378	0.000882645331475	0.0041167541020146	0.0048526802807784	0.0022499327818354	0.0043874454167975	0.0027873738531662	0.0040379820394799	0.0028002456317765	0.0026798099452143	0.0057612971242749	0.004521278078592	0.0045714285714285		0.0015835323590808	0.0059485785544951	0.0063204647162239	0.0053800049066442		0.0029439459746165	0.0098185607916933	0.0004506816560047	0.0004443127962085	0.00380940699621	0.0034898113371322	0.0161707579589075		0.0041837441011265	0.0040432599205146	0.0061870143595853	0.0085106382978723	0.0019260244821288		0.005353077421837		0.0012610324239967	0.0003913263799604	0.000914451743883	0.0044812048606827	0.0059582169381855	0.0022683738299511	0.0035958895568529	0.0022046822521885	0.0010239064546311	0.0034958039783254	0.0006817477533312	0.0019850598129863	0.005060728744806		0.0017557952446036	0.0040110458192275	0.0026060046690916	0.0024985722403824	0.0015448011424224	0.0021016419619906	0.0029940119760479		0.0017579703628583		0.0020664038386514			0.0021912510932441	0.0019660053598149	0.0166666666666666	0.0079528374272807	0.0035939507234764
Phocaeicola coprocola	Phocaeicola		Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0002436625921888																										0.0003521480184038																																									
Phocaeicola coprophilus	Phocaeicola		Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0001670063161625					0.0003819003765205								0.0004072826053594	0.0003788712803501													0.0004750311893111					0.000377431110309			0.0002562492909066			0.0002808885847765	0.0002156648802244				0.0002679830115211										0.0004552734725457																	0.0003382546531594								0.0003261399957909				0.000247649633141							0.0055865921787709					
Phocaeicola dorei	Phocaeicola		Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0002725483056218	0.0004745455384124				0.0008746784757273		0.0002657146506487						0.0005606158347788	0.0004659437391756											0.0003904870487485	0.0004464367133726	0.000818605081808				0.0002560830649821	0.0004373478654863			0.0004481644214473							0.0004657520463963	0.0003186688876154	0.0005323248020096			0.000315642058978				0.0003822000337688	0.0002886263418794	0.0012815829925758				0.0003236631933107										0.0003330650343096	0.0004568432948372									0.0003023499307239	0.0010702976777499				0.0003967461053801					0.0006412895339441							0.0005093741392811
Phocaeicola plebeius	Phocaeicola		Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0004409012272334	0.0005543941711601				0.0005468265086479		0.0002369492742656							0.0004836101208406													0.0004213112535089	0.0003903396015391	0.0002081427118467		0.0002217583038116	0.0004112273325624			0.0006405721606724			0.0002941702218139	0.0003509426699565				0.0003592518039741					0.0015272574882409			0.0001486740238759		0.0013480269755469		0.0004998781199247	0.0002703035839724											0.0001692245154505			0.000254289373416				0.0007818098404883													0.0002585627600791							
Phocaeicola salanitronis	Phocaeicola		Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																	0.0001841296821737																																															
Phocea massiliensis	Phocea	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		0.0035283729692927	0.0015278975521386	0.0047511065044271	0.0016789500377824		0.0046205736413274	0.0033656162008175	0.0050243960260371	0.0027600965611078		0.0041261522963959		0.0013191948972462	0.005054051972412	0.0048494986153732	0.004792862794757	0.015625	0.004632046312193	0.0046690264563589	0.0005402729053256			0.000450767455898		0.0023629843201292	0.003977388198478	0.0043589385979765	0.0050038249055916	0.0029070951683387	0.0005675399403806	0.0042877926292369	0.0021136434651248	0.0028039542995402	0.0035078691168143	0.000757084058843	0.0072500183552765	0.0022894034476544	0.0012746908746324	0.0019215191510762	0.0026098821574477			0.0036182879470629	0.0029900667145817	0.0049057678884628	0.0057948212536878		0.0021370085228161	0.0059163454108017	0.0014099396122119	0.0020767613181429	0.0019607900417494	0.0023161732654846	0.0038567588200828		0.0026621337924842	0.0018336087343401	0.0028432176837238	0.002127659574468	0.0040139915312702		0.0043898701925957		0.0009248406481482	0.0024725823223348	0.0040238690522017	0.0050933331613884	0.0055984260144459	0.0031868849686182	0.0017937739584115	0.0036762777585197	0.0013868968843058	0.0019178072569455	0.001185515219447	0.0026446221994072	0.0055600004619393		0.0058205438817669	0.005600652291359	0.0015173622354078	0.0019915866360218	0.002368222082631	0.0064412763431026			0.0031943183851318		0.0085712442352903		0.0055865921787709	0.0068261049464221	0.0071961755497169		0.0038579799929037	0.0037434239604281
Phreatobacter stygius	Phreatobacter			Alphaproteobacteria	Proteobacteria	Bacteria																																																																0.0011111111111111																						0.0064724919093851										
Planctomycetes bacterium FF011L					Planctomycetes	Bacteria																																												0.0003413513351229																																																				
Planctomycetes bacterium Pan181					Planctomycetes	Bacteria																																	0.0003520757018774		0.0007459459412441		0.000312264708447							0.0006715000050376					0.0002267376072954			0.0004476319396528								0.002127659574468										0.0006862465193519																										
Planctomycetes bacterium Pla110					Planctomycetes	Bacteria																																												0.000242419773843					0.0002188678629767																																															
Planctomycetes bacterium Pla175					Planctomycetes	Bacteria																																																																																					0.0014970059880239											
Planctomycetes bacterium Pla85_3_4					Planctomycetes	Bacteria																		0.015625															0.0002037861910367											0.0002122354461696					0.0003862193517534			0.0003736744316255																																	0.0014970059880239											
Planktothrix agardhii	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria																																																																0.0011111111395647																																
Porphyromonas gingivalis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							0.0004428645490093																						0.0001732527586926							0.0003516534069541	0.0001983265477194			0.0004449857026874	0.0002228147209699												0.0001387047725145		0.0004414080363867												0.0002084660048948													0.0005541253687164				0.0001658931333968					0.0003382786738804							
Porphyromonas pasteri	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0001403432148225																																																																			
Prevotella albensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0016411603555073	0.0008792149663248		0.0004214231086756		0.0008107976028701	0.0005401218448911	0.0001972587089724	0.0008906665120666		0.0004069771140905		0.0006083608225676	0.0004404067586156	0.0006010680909174			0.00040750189753								0.0005663891022772	0.0003030357797616	0.0009549607540457	0.0009882990872964	0.000746162340527		0.0002921846608732	0.0007336356712926	0.0004502434728776		0.0008377994273778	0.0007070765452509	0.0007854749762757	0.0004617912868365	0.0002695169364533			0.0004706478984699	0.0013245996582971	0.0003916138935104			0.000270785151406	0.0008373267263113			0.0007307297425652	0.0004902041751862	0.000488768503346		0.0013130475780771	0.0009336808679259	0.0006037009942313		0.0003910239768297		0.0006524038748517		0.0004494455347567	0.0002443513487642	0.0001895923543098	0.0006787947151509	0.0003941527962982	0.0006494950468091				0.0009871588480605		0.0008108195300369			0.0003409585799079	0.0010057384848315	0.0011720546524099			0.0009388676573618					0.0004466276252054			0.0008151082416122			0.0006521301295234	0.0002915139371292
Prevotella amnii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria															0.0002369934554357														0.0003568943185378		0.0003578206253575														0.0002709232408486				0.0001825599863826				0.0002879198297795	0.0002754752046437			0.0004326538442438		0.0002455527912264	0.0021278310719495										0.0005070106109832														0.000357707857996								0.0001924659528827				0.000220524019203
Prevotella baroniae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria							0.0003013052946189			0.0007887796372291					0.0002781742922711														0.0002080605499842		0.0001669077866985		0.0002272157416618									0.0011428571428571		0.0003634573283383					0.0002028987217528				0.0001363253816349	0.0002707519009649												0.0002060722759653				0.000729489897965		0.0003134569822047							0.0002209774302789					0.0001995851062914					0.0004280832319694							
Prevotella bivia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0005585373105841	0.000791177381134				0.0004868712482126		0.0001862141073181					0.0003276689851976	0.0004190947253448	0.0003426336820544											0.0002520867438043	0.0002833991274416	0.0008056683707177	0.0004867821908488	0.0005151055005416		0.0002824244469307	0.0002735689414842			0.000405048389042			0.000310183362099	0.0002726185974155			0.0002390064791638	0.0004936873070145				0.0006201370343765				0.0004740786374079	0.0003185840086171			0.0006687422323543	0.0002710988969988	0.0004980976584648	0.0034725739108524								0.0004525075704562	0.000195784758615	0.0008562923755193	0.0005574573278496	0.0004174974928629							0.0002733234333254	0.0010268033680022				0.0005740428603802					0.0008224591927453		0.0055865921787709	0.0003966369618629			0.0004472898304655	0.0004024790824338
Prevotella brevis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0006049074841504	0.0012060369486981		0.0002803434390793		0.0004766061535485			0.0007944733561814				0.0006464586976409	0.0003619031266966	0.0005226665081654	0.0008017715140812			0.0006843635623853							0.0001974018633265	0.0003051321767301	0.000890084803368	0.0003079956174723	0.0019308784220267		0.0003903458149898	0.0004231481052762	0.0005923662322953	0.0003726825404476	0.000416190165986		0.0002666473555247	0.0005158699821466	0.00045773926872			0.0003227533805973	0.0003687079043557				0.0005578351415032	0.0007871524346202			0.0007944676087104	0.0004681916139945	0.0009462156644445			0.0003015748517266	0.0008329527585426		0.000298304656444					0.0002245409031294		0.0003097644995294	0.0001924881497632	0.0009115562620898	0.0006074773018478								0.0001867501374574	0.0007212511351612				0.0003143561077185					0.000543416958468			0.0005645599192339			0.0004869933688801	0.0002712592696092
Prevotella bryantii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0006549027258548	0.0003862425623169	0.0003791467020127	0.0014596904248847			0.000518130386793	0.0001770615328538			0.0004875584935753		0.0003571407409898	0.0003793140128412	0.0004605629556467					0.0002645458228327			0.0004679722038787		0.0007637603477433	0.0004393093590471		0.0004231202228395	0.0004050373420731	0.0008472693454395		0.0005488765190537	0.0002869181358369		0.0004191977065771	0.000220732146943		0.000513858585729	0.0002519178950014	0.0002028770365435			0.000271252829132	0.0009787546493823			0.0083333333333333	0.0001873382283413		0.0002639849937277		0.0001639929520536	0.0002954146959546			0.0005933134055554	0.000436842162635	0.0004216530447181							0.0002286627361115			0.000292830412519	0.0011493687236898	0.0005993199937				0.0003299119491584	0.0006834569188575				0.00053643557004	0.0020836207377908			0.0004797402451993					0.000511093329328			0.0003063950016573				
Prevotella buccae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0002978372778302		0.0001498677981685		0.0002644659488459				0.0002385827468463		0.0002048066087927						0.0002106859683931				0.0001636108230071				0.0001432732447368	0.0001048769074941																0.0003120334187629																										
Prevotella buccalis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0078278216980144	0.0108677619129367	0.0036281247325725	0.0022505602103073		0.0050944283323683	0.0011685282834717	0.0021588731443537	0.0122335489064387		0.0015674670809974		0.0042336988451117	0.0051267692194481	0.0033801328928083	0.0041440371359559		0.0019241053198069	0.0046341464700184	0.0025544587199646			0.0024880476440658		0.0018754039727538	0.0022235665843972	0.002996437838847	0.0072863047257388	0.0070841073137669	0.016426143090874	0.002499400312342	0.0043052201158845	0.0051015595146387	0.0013994669003404	0.00566528722295	0.0044116345541846	0.0073554627081003	0.006630554660784	0.0075916156660349	0.0089071013577599	0.0045019756249781	0.0309664495342113	0.0038020085994983	0.0072935581714523	0.0033577543147633	0.0053742167200025		0.0074440274918755	0.0038745055035126	0.0018197892554213	0.0009868356417802	0.0099117441884898	0.0116981643079657	0.0067737579110796		0.0042484723657118	0.0026563669173761	0.0174325006920823	0.0109121659189743	0.0025706743867525	0.013008901557497	0.0036162178824937	0.01	0.0057421554457345	0.0027375365420651	0.0022300048199578	0.0028298448271555	0.0039607763407326	0.0142754687798205	0.0037915475881824	0.0036423719757841	0.001737679473388	0.0083439335640316	0.0036706519154993	0.0042280091598302	0.0038587378297303		0.0049655487227861	0.0054894324129321	0.0091292298794232	0.0040543315030963	0.0081804254255898	0.0029319138871961	0.0014970059880239		0.0021141892202116		0.0031416718346233		0.0111731843575419	0.0038662861680214	0.0035629189294989		0.0121068110110526	0.004439088798519
Prevotella colorans	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria															0.0002540670180765														0.0001587769439049		0.0002495522848707						0.0001828785662341								0.0001678562349467								0.0001596279480563	0.0002969373688958					0.0004408389239333																				0.0001539634872818						0.0014970059880239											
Prevotella copri	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0044861955709908	0.0070341882926931	0.0022689487556119	0.0020213505226971		0.0041310160909051	0.0011099489498595	0.0021430936973797	0.0067673986644644		0.0018211829864171		0.0038804772783971	0.0047185940381868	0.0033206725969772	0.0032063929533609	0.0463025423326142	0.001430462217869	0.0032714092675439	0.0012831213604909			0.0010023056502802		0.0019214650216359	0.0018940665233331	0.0023040337177828	0.0055227116124767	0.0047656903711194	0.0056761483321023	0.0031249225259015	0.002510919474145	0.0034007995675185	0.0017546898837308	0.0047134080045425	0.0044180346573461	0.002799115429304	0.0026790780430445	0.0032886072971344	0.0045861848364747	0.0011428592044212		0.0025760722102315	0.004842938496542	0.0030162476315492	0.0048249967170861		0.0036487395593625	0.0035994688426403	0.0012285495597366	0.0011898725759486	0.0057361105986612	0.0051470002398548	0.003710759715463		0.0122284499943077	0.0074194368009889	0.0080865777379945	0.0075074071767703	0.001815286238961		0.0026912078942878		0.0041865233676193	0.0018731786143547	0.0016816979937232	0.002125644161916	0.0029972527539954	0.0077272343718177	0.0029200379893849	0.0030136068985115	0.0016488444425585	0.0076628806377894	0.002108505025402	0.0017939643342962	0.004609416983417		0.0027497146792402	0.0042520374392622	0.0082620439593521	0.003887007038343	0.0051325073006968	0.0036547087887981			0.002450922600848		0.0039819160204842			0.0031971901603817	0.0039745811051811		0.0061613978659387	0.0033675269996374
Prevotella dentasini	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0005137367854167	0.0009685583916945	0.0007290267378719	0.000659287008624		0.001396004236504	0.0003938696832805	0.0005194220356642	0.001314133028239		0.0001995879284747		0.0006180007909105	0.0013710854988983	0.0010574186597454	0.0012764547909358		0.0002806216275268	0.0011404590429431							0.0004129859780615	0.0006105988598264	0.0022423448044979	0.0008251913400134	0.000694335087082	0.0014070395237644	0.0006895578035061	0.0009441066429122	0.0006765383623385		0.0018440274508585			0.0009541155018005	0.000794125834164			0.000831129043055	0.0009671485382855	0.0010285133270084	0.0008677090712976		0.0008231004344397	0.0010362585810222	0.0001709708732177		0.001602741196343	0.0011368835196981	0.0015652720014005	0.0434782608695652	0.001013548084729	0.0002557074905383	0.0014119220037493		0.0005278018987924		0.0009805517517562		0.00047852884645	0.0004330705216301	0.0002654125700286	0.0004447260218051	0.0008911863679428	0.0021872602091999	0.000432250406747	0.0006116825152598	0.0003975398652826	0.0013014965185477					0.0011188985780855	0.0014250521418731	0.0008719206805312		0.0007348471429824	0.0005400267564937					0.0016945212912765			0.0008479316304779	0.0021896812233777		0.0012276750000566	0.0005541576163871
Prevotella denticola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0007168207031755	0.0007310532885697	0.0006068630705832	0.0002785308656159		0.0017366663973712		0.0005511857068704	0.0016054272389865		0.0002743622149959		0.0004864271735875	0.0010234965074569	0.0010266130502964	0.0016995510281225			0.0019706166480815							0.000467321148385	0.0006016105085118	0.0014030605040152	0.0008712185502362	0.0007439419203182		0.0009765234732714	0.0005171306722675	0.0008947157112193	0.0006743793074304	0.0013567311360108		0.0005428466734112	0.0006621532900529	0.0008304890303155			0.0006767441454257	0.0012065921446301	0.0007119226616627			0.0014471742320715	0.0012286593533108		0.0003245231006454	0.001036501498592	0.0010786390076071	0.0014564433659277		0.0006848624146888	0.0001979125024088	0.0020721170994912		0.0006519938779212		0.0009173031648459		0.0010668939603654	0.0004955128316096	0.0003280467027124	0.0005969818725706	0.0005343249194897	0.0021705047189765	0.0005386318138421	0.0005682910292346		0.0016801424604389	0.0004811462910346				0.0010932907279034	0.0012486821425864	0.0016414374164226		0.0016929875476427	0.0003759957232159					0.0013272861720923			0.0005963059179029			0.0018139788395165	0.0008376253306526
Prevotella disiens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																													0.0001623488169187																																							0.0001663629574171					0.0002284194653864							
Prevotella enoeca	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0004665273390673	0.0003031317964338				0.0003622882964395					0.0002039833521414		0.0004364489721592	0.0002067542753788	0.0005735609668522													0.0001687376742934	0.0007132741952231	0.0012787359364433		0.0003400352806408	0.0003547951291723		0.0004625155327627	0.0003300376451272			0.0002371021833268	0.0001761181469869				0.0005859274492372				0.0006644609857753				0.0002539073206734	0.0005931804165585			0.0006231218247963	0.000381122682821	0.0004828760924315		0.0002019556133809					0.0002328269260516			0.0001954240778513	0.0007009415373152					0.0005549131243131				0.000211752825033		0.0006675752899374			0.0003690405294608					0.0003476509239609			0.0002100960916258			0.0005529102308349	
Prevotella fusca	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0003870936966072	0.0007743144021264	0.0006251693647098			0.0010015443441918		0.0001737499092735					0.0003617948666487	0.0008609123693661	0.0006728117287383	0.0010775689373913			0.0005585441558243							0.0003419952066062	0.0005883413781719	0.0010309743472566	0.0006670734853667	0.0009617585021215		0.0005771282950461	0.0006100927944924	0.0004295205985808	0.0004113477030792	0.0011364888286571		0.0003364357130989	0.0009590704473946	0.000647481258128	0.0034236674905623		0.000442609431313	0.000620323583979	0.000497420650316			0.0005873659560312		0.0002428988061767		0.0007651320196714	0.0006793266084533	0.0013095436616323			0.0002017744629884	0.0011244387124674	0.0021276657812007	0.0001873817747452		0.0009176614520367		0.0005856003371713	0.0002912188260828	0.0002587199502986	0.0003358101185301	0.0004045742170079	0.00131757370638		0.0004786431658254			0.000329501951683				0.0003791076919428	0.0009642801017225	0.0006485750235499			0.0004577649754068					0.0007643571812934			0.0004633669527511			0.0009791967892591	0.0003566446596076
Prevotella histicola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																												0.0021276595744681																																				
Prevotella jejuni	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0008351868839291	0.0007117125991891	0.0003953513867439	0.000324602344984		0.0009967093953962		0.0002976504937466					0.0004204404151859	0.0006594409845677	0.000392732942589	0.0010091663243879		0.0005136577582861	0.0005071600540192							0.0002136673700857	0.0002782000434622	0.00114531992514	0.0006035092289055	0.0005329050046584		0.0005697130859877	0.0006558365968087	0.00057155042265	0.0004716100155182	0.0009263728791146		0.0004482207339334	0.0006182507866081	0.0005977491394315			0.0004927821488988	0.0006820454465981	0.0006434927431215			0.0007061214201561	0.0011001512970614	0.0002035668251568		0.0008486294833306	0.0010010193413479	0.0012753732264593		0.000697163926908	0.000296806122958	0.0011393800265467	0.009312807162268	0.0004127612755309				0.0007073829164396	0.0003150139937717	0.0003649353128405	0.0005079524165159	0.0004356437728638	0.0010165869330065	0.0008240072057566	0.0002742836488269							0.0004205147752807	0.0008121352627655	0.000842043546137			0.0004747260743733					0.0009977903538521			0.0004790954534628			0.0013283690814729	0.0007325077970301
Prevotella loescheii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0023945182885303	0.001697909369882	0.0013151881092297	0.0007357763313308		0.0038422604658241	0.0003217984131786	0.0011111559259621	0.0044407525503709		0.000872366525091		0.0010178123633542	0.0018515997235756	0.002896652701306	0.0026142900404456		0.0005934086123071	0.0030808282426777	0.0004796504687723			0.0006723309821894			0.0004237900528097	0.0007309651041506	0.0020768346056325	0.001996830260029	0.0033092453425461	0.0014895834453267	0.0024222416834056	0.0012400480853424	0.0023362697552498	0.0015154097100374	0.0023734319131307	0.0016439577455152	0.0013848831895171	0.0021925887927319	0.001694793373718			0.0012593894681977	0.0020571730386146	0.0010759606096315	0.0012634833486464	0.0083333336380389	0.0035428296441532	0.0026003045042853	0.0004617813313491	0.0002816579929943	0.0023599432924161	0.0021821751288908	0.0018736404170344		0.0011840038909173	0.0005737178305681	0.0028686487161644	0.0041823755507113	0.0005513458650351	0.0175756290237264	0.0020317176184885		0.00221660583439	0.0007132576411684	0.0005642197131393	0.0006283815504034	0.0018714686860598	0.0051617134881937	0.0007385186471204	0.0013103394531146	0.0008553819701858	0.0024528614465461	0.0008911928752824	0.0012483267890815	0.0018080851048371		0.00227661165997	0.001275427890252	0.0045086202996752	0.0013068054549434	0.0007668424165128	0.0012745676277823			0.0008607208219449		0.0014619306080683			0.0011850290179971			0.0021740508272556	0.0003838257589159
Prevotella maculosa	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																	0.000136558317935																0.0001608361655295				0.0001311992121715																	0.0002354695103092																										
Prevotella marshii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0003718730820981	0.0005843184564129	0.0002923945374553			0.0006263717141911								0.0003731838804234													0.0003006641937134	0.0004039131934261	0.0006356897627649	0.0006332368227967		0.0002143855164209	0.0005206440879885		0.0004999172407522	0.0004566736934957		0.0003649980782355	0.000362733456191	0.0005255262856181			0.0003048594924119	0.0006659612012071	0.0004047957751233			0.0003633797069404				0.0004414447768192	0.0003944169945609	0.0006861534636283			0.0002960492480004	0.0007783928077475		0.000194043249143								0.0002369416299236	0.0005528754189191									0.0003050996094694	0.0004270320781671				0.0002420550001333					0.0005110114868606			0.0002915887984874			0.0006951075627736	0.0002281363128948
Prevotella melaninogenica	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0010550227701154	0.0013478780018614	0.0002967236054933	0.0003717296385339		0.0012386723990377		0.0003564918402152	0.0016119213023241		0.0003011748294277		0.0006860525359888	0.0013407045512683	0.000996301761736	0.0007201447695119			0.0008156885951402	0.0002869157184594						0.0004101204284604	0.0005184494697764	0.0018833889462983	0.0009205245650716	0.0008998193002282		0.000620903850329	0.0013170726137094	0.000603059313522	0.0004718179311734	0.0016352423150172	0.0009845476764945	0.000738932523352	0.0011448938445258	0.0009374314265078	0.0011428571428575		0.000914038894656	0.0012641494215945	0.0006075515978706	0.0013375872814909		0.0011408799694255	0.002015594471955	0.0002792974821688	0.0003970152055513	0.0014039389787251	0.0009403726661729	0.0017250596819891		0.0007606806317069	0.0003803106076561	0.0018286044278538		0.000334435792122		0.0008420349004741		0.0006583974529057	0.0003857263673395	0.0003653750557657	0.0006854837406091	0.0007564409015348	0.0022072329084352	0.0007410604329267	0.0006834644038556	0.0004949620128079	0.0017318020697191	0.0003875543880751	0.0011725313887554			0.0005598944918989	0.0018793207107232	0.0011096687594024		0.0016386925402559	0.000356094649368					0.0016337873625679			0.00050136375861			0.0017070374234942	0.0012147285281718
Prevotella micans	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			0.0002366202263764																												0.0005469461721325						0.0001762472802479																0.0001555687702875	0.0001601741875856																0.0002684934186432																										
Prevotella multiformis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.000158117837536		0.0001581374248438																							0.0001079218553779																																										
Prevotella multisaccharivorax	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																																																	0.0001594507743126																																															
Prevotella nanceiensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													0.0001405529537916		0.0002269944282572										0.0001603950196859												0.0001733700819837	0.0001070731273341																0.0002173053711791														0.0002214420664004		0.0160632406682772									0.000358034664226	
Prevotella oralis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria		0.0006444605856595	0.0011289510200594	0.0005392774819951	0.0002128124398473		0.00058520191429							0.0004146079337412	0.0003306089840374	0.0004374728071428			0.000340396840698	0.0009976529432454	0.0003956231089367						0.0002496770233834	0.0004720917898729	0.000698945909182	0.0008320340771821	0.0014164955823377		0.0005921297660869	0.0004743643847941		0.0005953814318394	0.0005657560485712	0.0011358219114915	0.00098837895427	0.0005432887303628	0.0006192349244894			0.0004295729772579	0.0006370879771439	0.0003316356819933		0.0166666666666665	0.0006352972413692		0.0001504312104236		0.0006279244107769	0.0005530036441509	0.0006579834831412			0.0002838963794636	0.001245708572283		0.000313768018214						0.0002364259875004	0.0003309297349314	0.000397563208508	0.0016090759580623	0.000496092586703	0.0005581518955056		0.000935805493216	0.0003123599079023	0.0008888377792663			0.0002531519779534	0.0003682162343627	0.0006477140953183											0.0003819878007552			0.0009519882000993	0.0003701177526934
