genus	family	order	class	phylum	superkingdom	barcode64	barcode57	barcode56	barcode20	barcode86	barcode80	barcode70	barcode91	barcode02	barcode35	barcode96	barcode75	barcode45	barcode87	barcode32	barcode23	barcode38	barcode53	barcode58	barcode69	barcode76	barcode16	barcode49	barcode31	barcode44	barcode21	barcode66	barcode07	barcode14	barcode89	barcode27	barcode39	barcode81	barcode10	barcode24	barcode74	barcode59	barcode73	barcode88	barcode26	barcode12	barcode04	barcode01	barcode82	barcode25	barcode60	barcode13	barcode52	barcode84	barcode43	barcode09	barcode93	barcode77	barcode78	barcode30	barcode29	barcode71	barcode72	barcode63	barcode47	barcode15	barcode79	barcode55	barcode33	barcode11	barcode54	barcode92	barcode36	barcode61	barcode65	barcode08	barcode03	barcode94	barcode41	barcode90	barcode42	barcode40	barcode48	barcode83	barcode05	barcode19	barcode34	barcode22	barcode06	barcode50	barcode17	barcode28	barcode95	barcode18	barcode85	barcode46	barcode67	barcode37	barcode51	barcode62	barcode68
Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			13.284888340867074		18.433643902280373										19.44459795381457	18.882280385434605											26.49744144340075		44.89421570733607				20.95197010629217				15.936758999896991			14.560188590794509	11.81361708446668			21.46167440245561		21.7775647970426			21.55375304581307				19.81433185945754	15.321587854447372	16.403808419080654				21.50270523718633							21.72290444548933	13.317269465421887			24.165865951790156		14.270182990307754							21.410151133957328	23.22145037784308				36.85824113506058					22.35241074580449			22.095715101016257			13.63359983205642	26.36420016974832
Coprococcus	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		263.10227857297997	165.40940947565372	70.49359730804082	116.03143331599823		24.69009020602817	173.42696131809805	266.7610232029857	12.109777925091151		175.59255970742254	15.44365378939458	419.1973743306893	360.2729866842968	129.5966371511585	52.21718771387555	2.420874923534786	89.93658452723542	168.52882613394482	88.02432169849726			25.048649478651807		36.13815224867768	441.5052102301891	102.74087165555329	35.96843830935386	160.0177152920438	37.066062286765174	36.10463721595684	87.21170006300841	520.5306505960375	21.83379002469836	191.2032443117703	173.66180497773706	85.46238839827181	826.496842193521	80.74149246843194	187.62334745893725	6.000000000000788	42.40901502504173	65.92537174658088	313.2672158989544	116.44587470599183	48.76329581663707		36.33039174323916	38.39840638689195	102.43651652284817	91.80388251831229	347.14060486323604	280.11611551733586	72.37832113401781		89.07363246640347	443.16026572156665	120.59819129348624		236.786686779494	15.145125279087074	49.29201341356753		34.47318099669005	218.08494427432555	151.1924780856524	196.75868985767323	64.93657113749968	62.36891863241429	51.004959918284776	87.82531207567197	90.86664690358225	32.938472043903694	129.8337066450868	144.8809781861606	15.135434510839092		565.59786597771	299.2297137405603	52.686455717730325	34.916344586484044	36.18418394351468	1963.2852182696074			42.414553057554585		120.01333458241373			2110.6962536062165	67.70744812219985		59.31701881307133	116.39840231911936
Crassaminicella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				32.327384048268605	16.258362514991617		43.49616848770236		74.3649649931125	19.35017053398804		17.15220754442042		22.85128719595622	19.106273438159292	28.15594718463365				19.91214717633368							46.263015149592846	32.48961206818288	32.965494312611106				61.29309781996128		28.363592962291506		27.00192895921253				21.189334791741985			61.76572187789093		29.19828182209872			45.99505992319303		20.42304307297125	48.25091666867802	43.338734064938805	48.455957005037774	16.36365262073992				22.19029789391462		26.5798904250701		23.77374048023879			34.22680125771484	39.171198793869856	35.096036001818185	31.76751383109261	33.366469364125074		47.12567008094569	31.475407940170573						74.49612608993128	50.353679229415526		24.600923132654103		56.869154135340025					44.630508946003125			55.61965333837546			12.839331199452646	26.63061938572701
Crateriforma	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria																																																	20.83605429581888																																															
Crinalium	Gomontiellaceae	Oscillatoriales		Cyanobacteria	Bacteria						57.44437117937485					2.0930654843472785																																																			18.17415033490449		27.836024292039323																						20.015533980582525										
Cryptanaerobacter	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria															37.44441444502461	61.59050398436899											20.12149357349888		36.45773862684827						10.095333417918006		26.14664356556404			43.10869328637558	13.070223264020866			19.110705527521883	15.51700576584315	42.314586115391485					29.091851425280737		26.093546762891386			1.1739130434782608							19.173729409719797								15.891139248494664							1.0476190476190474																		
Cuneatibacter	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			10.664408720441314	17.429757641155888	16.767718781656583			15.78940515875607	70.02398009832466			18.58684303030589		20.037058891076043	61.22790622202784	20.22819487815928			44.27410421211536	25.115112120876837	17.670499415605224							42.92874737575791	54.76691801406887	48.655418227948346	13.57375382527789			21.54577224542653			15.002326026308229		24.145257980624155	12.505761109708384	30.160060142669288			35.216516903419304	44.674983937656656	45.36363443161786	12.488728707417934				23.972515404759697	36.26983608925763	27.331652967642416	25.544796191730452	25.46873716161954		26.677235547690977	46.894663469212624	50.54157142158553		56.1429952264032				15.217007162345954	16.83069250839235	33.628835736229206		38.16775123046428			12.125633649368742	71.6901011148108		20.18390663347697				137.13762511907512	13.43260684348338				18.3099489542543					47.2837135035201			12.555069248868095			25.53841442199885	
Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	46.14350180505416					115.0660225442834																																					53.56928213689483																			13.125775241875465		15.016666666666666																								69.552304964539								
Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteria	Bacteria																																											40.17696160267112																			31.299925576779955																																		
Dehalobacter	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																											16.06993595574057																																																																					
Dehalobacterium	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria									10.53084406595156																		34.919634299656934						24.10019807547538									2.0		13.556756838777046								44.52091364857365														11.676772083975782		19.39801411309922				12.05663416594983								30.655937765527163				18.04199498313097												
Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																39.04333333333333																																
Denitrobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria																													16.14205267225276												22.76937639325605										16.410113493292123		18.132213299342347	15.30043889307684													14.406142404842251								15.06805005601819				23.85618621576801																	
Desulfallas	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																											11.614390655469876						20.755544989322768				10.658834016364205																10.79671245843318								17.586008137632227									17.062140613308856		13.0558109499344								17.59119751241182				13.179943101700344					17.720184015700017							
Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria		21.059250417304003	16.11533501837914				20.1210518571607								24.129867966824836					15.14630390143737									27.112789443107317		16.05261734265336		44.14551683926807				19.10325933205283				17.065563481536284								14.038120767238416		18.0570075400871			34.08355604708737	39.53734651677383				23.08007386354596				21.595254295875986								19.16188314313256	25.107570376349383												23.05392196612759												
Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria														19.100853455459667	63.33857017586515						26.11482489448006										17.936323214915447					42.21755398254542			14.05871869841364		30.113431295229645								45.122531196560764		50.0917482416205		24.08635085805396	58.14253646182927					49.35551970807354	2.021276595744681	29.0680560534769	28.27090052096254											102.60874768351955	11.208134684147796																						
Dorea	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																									12.09940372238067																																							
Drancourtella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																				15.760134877861402												
Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	17.169675090252706	106.29053780983278	142.02703165093936	478.3434541033795	274.2457385554698		253.86322482957425	80.38715729494743	353.8997985046564	147.28726577969266		140.42799770448957		119.02611705518414	233.07608231208607	278.2501726415956	75.13089095053323		120.6928055671854	200.08159161082983	68.57902331402292	22.73299748233894		42.59348704465701		84.01561083565657	334.0952347586692	468.40416481112806	386.6035996164324	80.11960296177175	392.8041627587186	77.41435473314016	279.74060687814745	166.39275790079918	109.93702100861408	152.80307455400097	500.438386643325	44.03771480019486	70.02584707930525	317.53988135484525	274.9041217311647	4.000000000000004		168.23388804407156	196.1379729429756	355.31191734492984	71.59689527174467	1.05	405.0768056559323	96.98820931143705	471.1153628068488	407.71336526693193	424.6028385641732	499.8387059035217	209.4490360096268		82.19479805542609	134.51676105741112	337.27845589829013	2.0212797860579066	287.7007265825296	14.32654322877851	65.9072607272445	4.004444471694974	119.31361139874504	343.2573372329928	220.49569871834763	169.36282215419095	363.34617765508574	402.3949090234692	121.27618130935068	182.04838291732983	126.57751945933192	33.57162257341987	104.1376434941472	35.588972549372016	33.43852258628808		386.0927744475663	463.4250934265202	141.31859230611454	65.40315483053463	158.28860944728046	938.0521606643832	5.022455089820359	12.23171521035601	129.85788846115733		346.4127704667171		4.022346368715084	781.8131149014272	164.4865480301913	3.35	221.0158914809596	350.2236806664046
Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																													33.60396922123681				15.061351825333398				29.61827140449458			15.455534941184144	20.717774507486293	1.0			15.486870675054089																																												16.831572798876458							
Dysosmobacter	Oscillospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		1281.7627276450496	775.4392846735548	1888.4885985958745	1080.042841007344		1773.063282674525	655.3558740836716	4114.352288470918	804.7689819981031		802.5481898641278	226.15151902193443	817.5209132117582	1937.1532081516743	1209.3148845390758	657.3049160207773	4.020917901985148	1744.2015572347934	726.5329158400378	539.3444181694242	112.68273506658554	53.75047078139678	265.9314383016819	34.1880672676195	406.4450020223164	2134.99696403578	3025.2828051198026	2878.674474809091	979.1665456870091	530.0386047044645	361.8272714740996	2242.1196523619974	825.8516856056265	918.957619810189	319.1753550704993	1944.834445427634	324.5630958466621	395.281027524745	1047.3558141309045	1155.6586365556243	6.700643479981606	26.55587691761621	1935.913044233132	1800.083833117011	1486.3963773193034	361.9324912319836	3.1508407898931887	2646.9609513404416	422.7619399082184	2209.578423675161	3932.013621095704	2949.324204874286	2482.44600734382	1094.3614280021816		791.351707423022	1740.7308456860085	2293.8791746624265	4.914068363030537	1967.439036801094	163.1853617017416	844.5891738056522	3.084901528655185	745.2545389553433	1990.786383990148	1750.602331507347	1048.0416820166406	4117.717217092072	1697.845731193472	635.2478746105644	1182.966445533416	786.4953179666845	265.3000255539521	592.1393356558209	205.5623794598858	340.41125417874656		4259.82205936254	2031.0319503492567	666.6402126241943	529.17949616739	661.4545245973368	2434.7285092438024	12.604217915601255	50.85351309231841	426.4277697525318		2792.7895548219203		13.73897234676773	3810.671158430869	635.9254075572195		1148.8544594975272	2625.60684031154
Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria		69.28765069875058	25.180205627470613				22.968304867552053	37.178775656773105				28.01203974188625		27.02247098342996	45.40412261274906	27.31179488703376			43.20506751734046									23.101989003672585	34.50383878087801		40.131546335244536		24.11171801888742	35.907695024496746	40.75349009938421		60.32606989997292	20.15421033955021	55.231285281845715	23.117395963889344	25.43620656464928	1.0		32.8169052064538	34.12631189588185	21.12942668384543							38.10127085191526	30.49363945190929				49.55941139561074	20.0576407943369		45.2781505149651						79.67608439696363						53.4612760150321		23.092098688946265					31.591026151288837				43.56539190631965			20.35917984386101		19.548148436945105			22.001263210149684				
Eisenbergiella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		67.11135144852415	17.710765425718044	29.81210826459664	17.25675342384465		75.10058066308865	25.953298476961663	47.83644033096702			31.762396674788803		24.580676527619204	79.17800553275991	62.5093284458047	15.29847005938929	1.0625000042671644	54.81111129330768	47.37640122380799	18.23714005455642						41.17852767188759	77.29111021085882	210.37595713451108	42.42022941734064	38.25311205557055	11.660003667587798	114.37764375853574	78.83819907389513	26.265669545888997	36.72586238734242	273.63621571758165	15.518373454106856	59.77588410300002	44.05897215817799	65.01656963725479			49.05015172160737	55.80863794337054	69.21847922628646			32.571739538101404	48.64396196544806	34.554048207858095	40.39776031927717	115.09519071528106	96.17847809866323	42.93622386515281		23.984502186271783	40.93017527125468	99.09746295315765		95.44893131466108		22.19118178991224			18.30677869740869	101.00680536170788	33.89462685790157	67.88877934074803	12.593654884222923	31.42395283165966	60.76477313375327	23.486709806354185	11.458846873384998	25.40420760277992	20.78266655684293	17.208791231887467		79.1050573397768	97.6240682113228				53.90361327750688	1.004491017964088	13.998057778316172	14.376194423074278		28.88245239305324			161.99200829906877			40.712477782070366	80.76779114905037
Emergencia	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria		115.63222748633656	111.6290627712866	333.2108008343275	93.12021132456734		275.2105904026133	95.46934452877612	452.8822688172481	52.01686862885397		97.11812990560048		224.76594391574832	301.3508647633357	193.24633979271096	76.6753134823164		154.8050460047482	138.91555858804634	34.59130854363091	25.330998323742616		17.220683003194836		58.02724299199623	268.80887096000004	250.53531291823663	500.0025166878486	64.85345063947965	126.95329100538704	87.3270906938909	471.1388488081987	108.2073257660919	232.98129490373915	52.08606906153281	389.5279082437829	59.34353174477842	125.79734034927448	176.19134514060408	294.48054078357296	6.127745971976236	30.674534624068663	406.4694644508031	96.65836911700887	245.37329296901248	60.149290206224045		211.82333141292577	144.31489753479843	283.12258903613576	420.1225724760952	356.4976261907163	341.7341457923464	434.93891874802887		50.92688412976024	110.4510344939603	255.41505379990227	3.036953399551913	227.00859871681712		136.15844236863128	3.004750776340237	46.50959625343777	234.5459285093412	284.0277049380835	216.13596167276063	523.1524024366054	159.8547575302191	107.28957549313157	253.51067853995156	307.30422803104034	43.61337063270287	70.54617672545501	31.22907050692914	57.04625664492157		594.4668192027673	445.8151149370112	113.37048435511534	118.41564244534968	46.95647197051245	1050.8929416794178	3.152565012668589		73.0757530891404		382.6951653265875			696.4217695318821	154.12322266773475		121.89077445431604	146.8423612734082
Empedobacter	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria			13.8900027598967																																																																																													
Endobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria																																																																2.00212163427212																																
Enterocloster	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		191.700820895304	52.03682002083188	60.81166553066716	18.273706684343534		43.85908967073758	85.2730719419634	54.65550238170866			83.45329661144969	14.08737090832466	88.15779973298541	126.6752408634956	43.21418594977747	21.292450958239925		116.46597510263985	26.92386033042516	86.47962633747254			43.41071800715012		12.514502029963998	60.66664995506577	84.32948459377003	118.15673479752137	95.0642302871106	66.05010482400301	16.67061543036314	40.49836156022143	105.70126464645818	21.459685470556963	52.07516035203153	99.18251823018996	60.63339671635224	115.11294486298527	57.88028743568147	99.8016256622376	3.97327044834216		36.17488288568616	84.85713256048275	117.63168984884584	20.790982345403144		27.251297185643168	32.36275914255281	125.96828290430736	255.6833843070728	118.74322210554104	139.2154313005284	36.27898618004609		113.40124141402303	175.61668110021236	96.53502331281024		136.44593761813195		44.84178065936883	1.001549807039696	36.4825226326793	48.25311020371103	126.63078970266484	47.85621757162321	120.04324476836705	16.107370410886666	35.283373584005496	65.61986418453108	100.71587508855217	25.62036079381873	48.45187818126656	27.6807403155359			66.93176268650367	61.48445028558571			20.487558279290827	138.3863863607546			22.741147355163424		62.57675075412171			140.4532866741435	16.249850061022965		43.697260544222665	27.370322736694103
Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria			21.104013848810933									24.095437320173904																		16.080629794918586	18.05919451056393						32.092801799568385																														26.112378291246504																													
Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																								13.055913413969266																								
Ethanoligenens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria				24.221122492111952	48.48717575134292		16.503102035581783		85.43316314301664	29.81921416931388		14.386630747544784			18.51698499914638	12.216494000785373	17.099149530720197		24.287948442711137	15.541647513144127						16.661613911395197	94.768302253984	57.069811710363865	47.96394956922025	10.260630362352623			77.58345326589237	17.086230428797556	20.70934055777372		34.452988565115355				26.15244876985749			78.2915795192379		19.11757951057709			135.01708803903946	17.61028738319025	23.18193414009868	14.060706296838518	42.0660445201988	39.72693033539385	26.70992808446152				41.71701674681782		19.78865570108933	38.29281382664151				107.19322367639396	30.166592503818947	57.64311465577767	61.12535935499367	114.38455036958942		35.86202784586801							110.4411351022256	79.82815788554146	19.23998120594073	20.612562878220267	20.779819722385994	105.78899715563924	1.706324498101751				80.91662737401616			35.951248465962955	15.973064383272026		29.10043495844371	111.26442452540634
Eubacterium	Eubacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		569.6775892996569	330.016727721236	304.6699522058564	197.60241353276484		194.7804955241415	282.0456231143967	284.91302341266413	133.62792081096882		317.93965334794024		452.0569885164265	647.7473311777039	237.06858296729035	121.45247115305781	1.8291250721980497	417.84581816017516	213.14148238545997	170.64398727394558		22.748863061537158	64.98990816019077		94.92911327503327	404.8778710303323	407.61391796006046	605.6254327140354	357.03695489198583	190.0777524077951	95.92990097979977	726.5408554750227	713.9862721985389	111.69901893437111	325.7686884087436	1033.4329493923487	189.81455660193907	552.7718452945312	248.24144742688037	453.36576821098726	3.0006421431675196		432.1950192095528	566.4114209132772	513.5128358610752	126.66322694288786		725.166157010132	194.3513782495811	378.54304469550215	319.6755314033274	478.38159336628394	520.0290916964072	423.878520197082		319.2731917496464	785.5628950471854	368.59407710147053	1.0106382978723405	565.9921825689711	81.79854140641295	126.12090151868414	10.734985236522464	134.2662594078721	326.3825923165215	593.3800698512683	299.72339844467217	485.6175680400244	222.13906839862008	149.46272667996632	356.116836807076	293.4439293186042	137.47404098522122	246.30667638625945	153.2574636314867	56.55389891683035		368.72172120642415	559.7580020188931	107.00299155576596	112.20064281602211	39.05890688638884	905.1395444004615	2.0076216360122614	31.839159311669725	146.59813106510472		383.3340377253997			883.0532495300678	95.43468414156771		237.54936312134058	360.7595676704359
Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		234.38684935828348	56.07707009310525	26.200722899376327			37.401195864571534	21.91290309592802	50.225601225595646			44.21946921148928		63.18342839391131	105.19410581436664	20.40111938780504	22.907763181086864		60.20084914362737	18.213998215407138	16.524222261459514			13.970472143102423			42.47190940528278	31.135806319295117	92.41521508973284	160.8888683967855	81.45021492638365		29.61280798207175	63.67282440853352	23.741538082063883	254.0026530167845	66.7230647161659	58.65289147241938	179.86802917422	92.49657232951697	49.36616174229576	1.0000000001077936		37.30972143047902	138.49469156025464	108.93273471609682	14.357111785424255		11.030004681237456	25.374821740258053	41.00218788439549	37.1510802572846	103.57731226083555	76.59290185380512	63.16661037334328		486.6493679938188	177.67514753840962	80.79951549682534	4.042552670916035	159.25629566238285	14.989364758930332	23.58602236178725		27.273100650310127	30.313808363306556	121.24436445104146	34.24918838669804	59.47305083017823	14.421114476093974	29.34334539757802	24.72030730040408	36.89317833406008	38.77779695421803	65.31297063070338	21.620772137510563			110.7215318555202	22.234566924757328			11.1283814250247	54.76678236749098	2.0089704596206426				30.74782966156392		1.005586592178771	35.12940131535175			42.139538540088	27.198530582266685
Faecalicatena	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		954.6401577913714	421.71235299856863	730.9060050304241	259.2983550482225		628.2457218380504	440.3449364393364	696.9837247812122	52.724895130915876		536.1573224792788	152.7689119458326	567.3804672616029	875.2988245437091	453.7346137204089	195.49861337161204		855.7492002865941	268.99335689134136	339.0502006177319	34.1103385150643		153.7755015167792		208.59382127422626	550.0517068559	877.6307429368028	892.359897376019	585.9077246728194	440.27105975017923	173.48022258046606	737.9525487600772	899.0100622580248	291.8126181998434	325.33249097765906	827.2483476539933	248.37516031530288	500.5348806712364	336.01682017432034	582.5341741657128	12.757822773850886		863.685478643951	794.2840552283933	957.5716903449221	161.63753213109874		374.954201284389	253.94332166331822	2208.7269951502117	4657.575631157379	890.2598558342372	898.5140749898478	472.24515187129066		493.2603485010741	1024.8560094672114	430.295944540729	4.745559448255525	1001.2202688132345	43.670448663491335	377.8048928153314		206.37187683160903	709.2160537115587	1274.6942366075418	502.9253837735338	874.2343042761623	210.19435275879678	203.21617250545296	537.501904611452	915.4450299519937	167.2767300646576	357.5696891683982	198.02783326946388	144.42877349058813		878.0991270897728	644.4209388399229	132.65507433703004	133.96627042480688	103.95621419496389	942.2090000593162	2.942813531952444		224.7647348490839		685.3450538209697		8.17382353079056	1015.9948287757171	140.69401008134164		275.1939380632164	657.5606523366952
Faecalimonas	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria		559.3494681140993	258.7587847394202	402.11815137866506	125.72960504661604		317.81846809332114	375.96387074778073	367.0460167730337	17.253541751946816		481.6460466749925	32.244086108906586	333.902771042352	502.2865052543187	328.77472548474697	155.23830061278366		446.4240463687547	266.8335948092346	182.52038156385467	39.21958338025375	36.58754946661546	96.84754660449732		135.15285095138034	420.8254798320051	616.5910163261259	456.53094105612206	402.2161747192464	396.2400500348304	102.60328426631976	938.8000071134652	526.0441131200797	161.52110972428335	199.28111081199967	583.8734259999966	176.0977587925415	414.2809126125219	250.37088075751024	331.2446669142142	4.538477611461244		472.60170900720567	575.9538598346928	518.177052701173	106.27915877943116	3.107919624622985	238.1481378139626	160.88051613945854	1674.3414750016952	830.8869067694214	602.6006237202398	614.6608451627843	242.21885302612137		272.9836261201452	721.178081320256	293.02315894045086	2.4956628382123074	617.0195454768589		187.70816722212965	1.814053975506828	111.45606123278284	313.20158395866406	818.992523994471	311.154904597508	370.4257359041436	108.12824342193724	165.3548944500457	392.59606780330006	418.7168713324601	102.01777782476816	233.41463987575773	160.20395623035495	98.19603545272216		412.3476090258206	416.07673255672506	89.94026346854929	81.75516350438403	54.89703104324303	655.7682041382587	2.6234794021252963	13.944054456912978	175.39470320059417		308.15186549116754		4.970589283127199	775.01504127897	74.01683270460586	2.2333333333333334	173.4338171622285	389.6164930719886
Faecalitalea	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria								17.07364726840255	30.10489072142005										13.05847329076006								19.078728521685196	16.07133648474433		13.06551170836885	12.14079152805292																				16.050676648430752										11.029764561678483					21.064180208191168	23.10226844384853					15.04484460317894	11.18236128261522											16.02553821064794								26.073096442331806				
Falcatimonas	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		65.62335614980228	27.757219556293563	41.08274162228079	18.40562663786181		41.323457279886256	31.871999520305653	74.16970668177632			50.35188172533515		23.513126171012345	76.78621522404222	33.23993878450162	17.067463860016886		51.21340404505071	21.06825781997731	18.176791487634585					19.348926222535216	67.48197401275306	77.21314110433373	85.04363869900557	28.965158112410503	19.382841233767792		42.69750217744087	54.14436104132359	22.861674794353966	22.74535764410802	70.34564255968246	18.67625484168844	30.25901360465644	33.31462131338225	57.13242769680076			55.25756420147329	27.814963272076177	54.33155792098063	11.770014544303807		84.9064367351147	16.521776894336462	60.96835830311059	152.38728176576743	90.60057408534968	80.53395713786841	26.07056638482006		12.376182204885012	31.54056776180937	57.326416168543055		65.05769090070044		26.57756465820353		27.831434104407656	41.25966134432284	87.8934268072436	41.720578177089976	74.5952586419183	50.495325616400486		73.95716051417568	32.802591018466075		23.333172264348683	17.668582370329084			71.87959588132537	77.95858482925595	16.280472815958724	19.63313702151572		45.4422050157268			15.184786963476522		59.92533929798349			103.07184876407251			32.52455227167083	18.67236533615372
Ferrovum	Ferrovaceae	Ferrovales	Betaproteobacteria	Proteobacteria	Bacteria											2.0037386313148176																																																					1.001111111111111																																
Fibrobacter	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacteres	Bacteria		97.73401621547819	43.30995367755056	20.09517543859649	391.13702782355267		256.6865690660487		234.5975361668739	127.25278229698125		18.06906552624589	15.543071161048688	16.084929225645297	104.74111997532546	148.6976326506933	45.87258023842068			79.76797887107811						22.238463920718488	25.104293035301087	108.48197686302683	470.80958159654904	13.087377049224022	96.31520233857222	22.464241987756573	589.9401897868571	18.0807463279079	189.77101448681395	82.42472674107478	238.28079111067328	12.092526208995604	13.05466743025444	191.93205206006155	127.74350257973194			91.52254524628037	92.31175125249811	56.34513815580304	15.257862473347547	1.05	151.41125576359352	71.45248548655269	392.0288328067465	177.65827324988894	353.08688855275153	192.69249761337693	11.10771653543307				197.6668824805397	1.0106382978723405	12.03247043070659	12.11610022326966	40.36815601726647			258.7192636079543		31.811097968709785	423.49180925528515	937.5843878747614	205.73558910604365	26.111826827938533			16.06743105051131	10.099275433975556	25.741396761133604		306.0240451061123	149.97923890758673	109.3405953328093		95.11081696243956	296.8699334240911		13.343689320388348			657.2188471771748		1.005586592178771	472.8424487659756	70.29604200630772	1.1166666666666667	162.1698989220137	204.0234217749687
Flavonifractor	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria		124.00272100415776	98.03352980696344	349.92174046956046	353.86426880270983		483.7083020277884	131.70756104622566	687.8379935500855	89.9180166849866		197.40090541986453	36.09828263626138	179.40478045729904	441.4514668241712	343.1861646606096	176.00079217291236		259.8882366109121	244.96660148025623	73.95564666600025	32.551485646389395		41.009370300492655		94.47922569844631	584.3325441718438	497.0731617404961	649.0617104932107	120.6454923516233	108.78383305681824	121.31074769730084	597.2786371105896	152.89034905745876	411.21455398371376	57.4784080930114	436.69030660841344	30.69848695027686	42.5341853930827	238.6425742631661	296.0430179945962	2.172482360584238		430.8244568736411	205.32796259517116	424.9213887582044	85.2441413305734		450.6289180651908	125.29825393117449	608.9969637547545	865.3242568074803	841.5328801398078	721.5858753220873	318.9185860288395		162.680901071521	281.80990478780507	476.770912000868	3.788115737672944	475.8941957792063	33.21592988915698	191.69542339431453		115.43761820007892	691.6123844247878	375.76706046083086	326.3414658344539	797.8302797236223	376.2315043829771	153.97521254669766	417.99139938990976	225.9076005890497	43.04666050697799	89.16793722636704	42.47133817259551	83.25427876765693	1.0476190476190474	903.0092363269088	637.8254855203343	155.88032986521048	112.60968811637105	148.75426431153005	973.5122720669858	2.6713409322190147		83.66346349093068		627.8246328694565		1.0056131320846058	1139.6747973111696	161.48898392149724	1.1530770858674724	280.4129303127897	493.7854432340192
Flintibacter		Clostridiales	Clostridia	Firmicutes	Bacteria		176.6149604097235	105.81141494825071	342.95405482616604	236.6704125399623		367.1282873082426	105.77327605616266	672.4105008290888	95.8783182213426		145.01601428349667	48.72073255458872	132.44939124491796	375.0116806856852	314.4836487848729	170.4193659811683	2.125	222.0028141822761	177.80607039727653	60.48359296733484	44.83406907054895	25.649113901693923	37.35565281543328		95.67633343158178	528.6248283122725	461.067032866829	602.4541412097592	101.25160312632306	74.42174097548772	101.14114635699488	525.9038282005969	174.26559381557604	273.13759844729844	60.85300863368074	450.183270889037	56.58282035316952	70.49467874200312	204.57423173373505	211.7373878581822	7.042213055681143		430.60239975546455	150.58575230950763	376.8019286911317	72.64431398955253		449.5905876138464	115.36564597771672	402.8458806153755	592.8206455936112	876.4220689309549	707.1525589659173	317.97837903739656		123.8380842384982	212.12860413731804	499.75343053469976	4.523257379290913	464.6615178526352	22.212832302724077	140.0112618103248		97.18989816430371	548.036832100215	321.16656148235074	317.82621595160543	655.071070250631	358.69025849937145	112.99036768580258	378.7042226822298	173.0289190664908	30.652105248134227	71.30403724122911	39.88868370579703	54.31772254625124		741.9601152246261	543.8875936440159	124.47915967666036	128.03565552151096	114.0917839465248	646.1906619413043	3.012961860328488		68.77467765799913		603.2923418797591			684.8460640330995	116.24845882890249	1.207647153253786	249.58206513673775	468.3070668724022
Fonticella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																																																																					1.0044910179640718											
